restaurant_id,name,phone,address,latitude,longitude,status,rating
93,The Golden Lab Station,0917255643,327 Pasteur Street - District 5,10.835364,106.657141,OPEN,4.9
94,Happy Corner Express,0985159540,356 Nguyen Thi Minh Khai Street - District 6,10.724665,106.650980,OPEN,4.3
95,Neon Garden Zone,0772787184,234 Nam Ky Khoi Nghia Street - District 3,10.790684,106.722110,OPEN,4.4
96,Happy Lab Bar,0932129146,341 Tran Hung Dao Street - District 2,10.814011,106.628394,OPEN,4.6
97,Happy Corner Room,0981246430,334 Hai Ba Trung Street - District 2,10.834054,106.636204,OPEN,3.9
98,Crazy Lab House,0919837961,352 Hai Ba Trung Street - District 9,10.800580,106.695486,OPEN,4.5
99,Green Hub Station,0354372232,374 Nam Ky Khoi Nghia Street - District 1,10.782832,106.741966,OPEN,3.9
100,Green Garden Spot,0326055944,227 Dien Bien Phu Street - District 9,10.765810,106.655194,OPEN,3.8
101,Crazy Grill Table,0912829907,220 Nguyen Thi Minh Khai Street - District 4,10.785780,106.688644,OPEN,5.0
102,Royal Eats Zone,0320021336,221 Tran Hung Dao Street - District 4,10.759573,106.675585,OPEN,4.9
103,Red Hub House,0974257571,200 Le Loi Street - District 7,10.824756,106.701920,OPEN,4.2
104,Urban Kitchen Room,0911855584,387 Nguyen Thi Minh Khai Street - District 1,10.830238,106.724722,OPEN,4.6
105,Gourmet Diner House,0357386971,355 Nam Ky Khoi Nghia Street - District 11,10.769391,106.702665,OPEN,4.2
106,The Golden Grill Station,0772341890,295 Tran Hung Dao Street - District 8,10.730237,106.742060,OPEN,4.6
107,Neon Diner House,0910947936,356 Pasteur Street - District 6,10.789796,106.649720,CLOSED,4.4
108,Red Bistro Zone,0321841954,295 Cach Mang Thang Tam Street - District 5,10.792143,106.721352,OPEN,4.0
109,Urban Kitchen Express,0931163669,311 Nam Ky Khoi Nghia Street - District 6,10.762261,106.681693,OPEN,4.5
110,Urban Garden Spot,0324805285,154 Cach Mang Thang Tam Street - District 8,10.790250,106.630097,OPEN,4.9
111,Red Kitchen Zone,0326480606,373 Nguyen Hue Street - District 6,10.812968,106.682789,OPEN,4.9
112,Gourmet Corner Station,0938187758,367 Nam Ky Khoi Nghia Street - District 5,10.752669,106.690494,OPEN,4.8
113,The Golden Diner Station,0358372769,391 Le Duan Street - District 2,10.724714,106.697653,OPEN,4.2
114,Royal Hub Zone,0930560866,261 Tran Hung Dao Street - District 1,10.798922,106.746931,OPEN,3.9
115,Sweet Kitchen Spot,0934413375,208 Nguyen Thi Minh Khai Street - District 10,10.741635,106.620244,OPEN,4.6
116,Urban Diner Saigon,0930162917,212 Tran Hung Dao Street - District 11,10.848055,106.744992,OPEN,4.8
117,Red Grill Zone,0357486367,295 Nguyen Thi Minh Khai Street - District 10,10.846946,106.731733,OPEN,4.0
118,Gourmet Grill Room,0983510106,197 Le Loi Street - District 11,10.782246,106.746990,OPEN,4.2
119,The Golden Lab Bar,0984618018,172 Nguyen Thi Minh Khai Street - District 11,10.788682,106.612417,OPEN,4.3
120,Green Eats House,0918113061,212 Nguyen Hue Street - District 1,10.740935,106.709021,OPEN,4.6
121,Neon Corner Express,0357046575,356 Nguyen Hue Street - District 11,10.788451,106.702663,OPEN,4.3
122,Urban Lab Bar,0913171499,130 Pasteur Street - District 5,10.830446,106.694543,OPEN,4.3
123,Urban Eats Express,0904944680,368 Nguyen Thi Minh Khai Street - District 4,10.788192,106.737876,OPEN,4.5
124,Neon Palace Express,0771858000,276 Nam Ky Khoi Nghia Street - District 7,10.834135,106.699481,OPEN,4.7
125,Gourmet Eats Room,0933249009,338 Nam Ky Khoi Nghia Street - District 5,10.769943,106.682483,OPEN,4.6
126,Happy Diner Station,0356612599,371 Nam Ky Khoi Nghia Street - District 4,10.768026,106.613848,OPEN,4.9
127,Green Bistro Zone,0987306223,291 Pasteur Street - District 10,10.783616,106.637950,OPEN,4.6
128,Royal Bistro Station,0356026501,356 Nguyen Hue Street - District 6,10.786972,106.694897,OPEN,4.3
129,Royal Kitchen House,0976978949,173 Cach Mang Thang Tam Street - District 7,10.747780,106.699813,OPEN,4.8
130,Urban Grill Saigon,0902154845,259 Nam Ky Khoi Nghia Street - District 3,10.766316,106.676794,OPEN,4.6
131,Happy Kitchen Bar,0980633496,324 Nam Ky Khoi Nghia Street - District 1,10.738450,106.688744,OPEN,4.5
132,The Golden Corner House,0352131172,332 Hai Ba Trung Street - District 6,10.794056,106.741813,OPEN,4.6
133,Red Garden Zone,0327653004,290 Tran Hung Dao Street - District 6,10.790889,106.730628,OPEN,4.1
134,Royal Palace Zone,0989949309,144 Nguyen Hue Street - District 11,10.818526,106.678054,OPEN,5.0
135,Royal Kitchen Room,0323152452,144 Nam Ky Khoi Nghia Street - District 8,10.799409,106.660669,CLOSED,4.8
136,Neon Garden Station,0905194125,393 Pasteur Street - District 7,10.816582,106.748688,OPEN,4.0
137,Royal Garden Zone,0916448036,418 Hai Ba Trung Street - District 6,10.840189,106.726525,OPEN,4.1
138,Happy Grill Bar,0981939703,164 Hai Ba Trung Street - District 8,10.767292,106.747724,OPEN,4.8
139,The Golden Corner Table,0906564882,183 Nguyen Hue Street - District 4,10.812096,106.665456,OPEN,4.3
140,Sweet Grill Zone,0909563680,254 Le Loi Street - District 8,10.756137,106.617296,OPEN,4.5
141,Crazy Grill Table,0324015471,423 Pasteur Street - District 6,10.760514,106.680501,OPEN,4.6
142,Crazy Bistro Station,0933729003,342 Nam Ky Khoi Nghia Street - District 5,10.754723,106.601478,OPEN,5.0
143,Royal Hub Bar,0987165473,435 Hai Ba Trung Street - District 8,10.779181,106.640680,CLOSED,5.0
144,Red Bistro Express,0916765501,242 Nam Ky Khoi Nghia Street - District 5,10.790993,106.711619,OPEN,4.0
145,Royal Corner Spot,0974870284,333 Le Duan Street - District 3,10.815038,106.730217,OPEN,3.9
146,Crazy Kitchen Bar,0988284282,155 Cach Mang Thang Tam Street - District 7,10.794954,106.628206,OPEN,4.9
147,Sweet Diner Spot,0916215315,419 Nguyen Thi Minh Khai Street - District 2,10.831075,106.621784,OPEN,4.7
148,Royal Diner Table,0325126533,409 Cach Mang Thang Tam Street - District 8,10.834908,106.714244,CLOSED,4.5
149,Urban Palace Room,0973879835,412 Tran Hung Dao Street - District 8,10.742200,106.698775,OPEN,4.7
150,Red Lab House,0779028802,427 Nguyen Hue Street - District 10,10.769191,106.615166,OPEN,4.9
151,Crazy Corner Station,0984800775,176 Cach Mang Thang Tam Street - District 3,10.839100,106.601597,OPEN,4.0
152,Gourmet Grill Express,0936269846,388 Hai Ba Trung Street - District 7,10.808424,106.620260,OPEN,4.5
153,Happy Diner Room,0321878332,192 Nguyen Hue Street - District 2,10.815125,106.722988,OPEN,4.2
154,Royal Lab Bar,0772321381,445 Pasteur Street - District 5,10.843264,106.610628,OPEN,5.0
155,Gourmet Garden Spot,0772981533,409 Cach Mang Thang Tam Street - District 6,10.841165,106.727357,OPEN,3.8
156,Crazy Hub Room,0936094866,240 Nam Ky Khoi Nghia Street - District 10,10.812668,106.718657,OPEN,4.1
157,Gourmet Eats Zone,0900930191,205 Pasteur Street - District 9,10.723549,106.719150,OPEN,4.1
158,Happy Hub Zone,0771773954,337 Le Loi Street - District 9,10.747669,106.624023,OPEN,3.9
159,Royal Hub Zone,0918391286,448 Dien Bien Phu Street - District 9,10.849939,106.635233,OPEN,4.5
160,Neon Eats Station,0975014040,233 Tran Hung Dao Street - District 10,10.815648,106.711216,OPEN,4.4
161,Sweet Palace Express,0978719029,317 Cach Mang Thang Tam Street - District 9,10.828243,106.636308,OPEN,5.0
162,Green Diner Zone,0326989113,164 Le Loi Street - District 10,10.780125,106.663586,OPEN,4.4
163,Green Corner Spot,0911643952,414 Pasteur Street - District 8,10.823527,106.622344,OPEN,4.5
164,Gourmet Lab Spot,0912609480,335 Le Loi Street - District 3,10.761053,106.668913,OPEN,4.2
165,Green Eats Spot,0777487436,398 Nguyen Thi Minh Khai Street - District 12,10.847939,106.747035,OPEN,5.0
166,Urban Lab Spot,0981684906,293 Le Loi Street - District 7,10.760618,106.661505,OPEN,4.1
167,Red Palace Table,0908676205,355 Nguyen Hue Street - District 9,10.798642,106.606284,CLOSED,4.6
168,Green Eats Room,0934193218,259 Le Loi Street - District 1,10.839552,106.675811,OPEN,4.2
169,Royal Grill Spot,0979782262,349 Nguyen Hue Street - District 9,10.788749,106.625702,OPEN,4.3
170,Neon Lab Bar,0971076085,324 Nam Ky Khoi Nghia Street - District 5,10.838949,106.736566,OPEN,5.0
171,Royal Hub Zone,0359895499,379 Hai Ba Trung Street - District 10,10.796277,106.622141,OPEN,4.5
172,The Golden Lab Saigon,0909140262,443 Nam Ky Khoi Nghia Street - District 3,10.752592,106.660456,OPEN,3.9
173,Gourmet Diner Bar,0353521746,378 Cach Mang Thang Tam Street - District 10,10.736093,106.714245,CLOSED,4.4
174,Happy Bistro Room,0976322490,237 Nguyen Thi Minh Khai Street - District 3,10.774787,106.744303,OPEN,4.4
175,The Golden Bistro Spot,0328780780,191 Nguyen Thi Minh Khai Street - District 3,10.759884,106.607020,OPEN,4.7
176,Red Corner Zone,0981256085,244 Tran Hung Dao Street - District 9,10.828700,106.714779,OPEN,4.1
177,Urban Garden Spot,0976580735,426 Le Loi Street - District 12,10.809121,106.625441,OPEN,3.9
178,Sweet Garden Zone,0915652121,406 Pasteur Street - District 2,10.810214,106.614639,OPEN,4.0
179,The Golden Bistro Spot,0354772335,419 Nam Ky Khoi Nghia Street - District 9,10.786043,106.672064,OPEN,4.2
180,Sweet Garden Express,0778400557,410 Pasteur Street - District 5,10.832277,106.700483,OPEN,4.6
181,Crazy Bistro Zone,0935599647,369 Nguyen Thi Minh Khai Street - District 3,10.757638,106.633678,CLOSED,4.9
182,Neon Kitchen Room,0910034995,220 Nguyen Hue Street - District 10,10.754775,106.727035,OPEN,4.6
183,Neon Garden Room,0320647028,287 Hai Ba Trung Street - District 8,10.737638,106.661973,OPEN,4.4
184,Gourmet Corner Bar,0918982800,237 Nam Ky Khoi Nghia Street - District 5,10.754900,106.642949,OPEN,4.8
185,Sweet Bistro Station,0981729746,254 Cach Mang Thang Tam Street - District 10,10.761524,106.653228,OPEN,3.8
186,Gourmet Diner Zone,0355597095,327 Cach Mang Thang Tam Street - District 2,10.793030,106.673139,OPEN,3.9
187,Green Palace Room,0329149979,481 Nguyen Hue Street - District 3,10.799530,106.652030,OPEN,4.5
188,The Golden Eats Saigon,0980425052,253 Dien Bien Phu Street - District 9,10.729119,106.712628,OPEN,4.1
189,Red Diner Spot,0988347446,331 Hai Ba Trung Street - District 9,10.832665,106.604013,OPEN,4.8
190,Crazy Garden House,0902970644,425 Pasteur Street - District 3,10.764595,106.606928,OPEN,4.9
191,Happy Bistro Express,0989078917,384 Hai Ba Trung Street - District 12,10.766733,106.732619,OPEN,4.8
192,Urban Diner Spot,0901915699,396 Tran Hung Dao Street - District 10,10.844759,106.643936,OPEN,4.5
193,Urban Lab Spot,0985443308,218 Hai Ba Trung Street - District 10,10.769370,106.664884,OPEN,4.2
194,Crazy Bistro House,0326031644,413 Pasteur Street - District 4,10.776700,106.682358,CLOSED,3.8
195,Neon Palace Zone,0320755792,434 Nguyen Thi Minh Khai Street - District 8,10.795082,106.681248,OPEN,4.6
196,Crazy Corner Saigon,0936549556,338 Cach Mang Thang Tam Street - District 8,10.737714,106.691654,OPEN,4.8
197,Neon Garden House,0936045461,274 Nam Ky Khoi Nghia Street - District 7,10.793297,106.664388,OPEN,4.3
198,Happy Garden House,0327508318,430 Nguyen Hue Street - District 10,10.809231,106.678509,OPEN,3.8
199,Crazy Hub Station,0978238494,371 Le Loi Street - District 1,10.754416,106.722072,OPEN,4.9
200,Urban Lab Table,0772855423,332 Le Loi Street - District 3,10.771251,106.674823,OPEN,4.3
