delivery_route_id,order_id,distance_km,estimated_time_min
132,132,14.82,49
133,133,3.82,16
134,134,8.52,31
135,135,13.16,44
136,136,3.39,15
137,137,7.51,28
138,138,4.04,17
139,139,2.24,12
140,140,12.16,41
141,141,1.68,10
142,142,7.26,27
143,143,7.77,28
144,144,5.53,22
145,145,3.39,15
146,146,9.90,35
147,147,7.12,26
148,148,9.13,32
149,149,13.57,46
150,150,7.21,27
151,151,7.47,27
152,152,2.40,12
153,153,8.20,30
154,154,8.77,31
155,155,5.94,23
156,156,12.45,42
157,157,6.01,23
158,158,11.67,40
159,159,3.70,16
160,160,2.62,13
161,161,4.83,19
162,162,9.45,33
163,163,7.03,26
164,164,3.18,15
165,165,13.34,45
166,166,3.55,16
167,167,1.12,8
168,168,6.03,23
169,169,4.10,17
170,170,6.73,25
171,171,5.47,21
172,172,13.01,44
173,173,14.17,48
174,174,4.74,19
175,175,13.47,45
176,176,10.67,37
177,177,9.97,35
178,178,9.88,35
179,179,9.45,33
180,180,8.20,30
181,181,3.54,16
182,182,4.92,20
183,183,7.03,26
184,184,7.33,27
185,185,12.87,44
186,186,4.97,20
187,187,2.57,13
188,188,2.39,12
189,189,1.49,9
190,190,11.44,39
191,191,5.65,22
192,192,2.83,13
193,193,6.52,25
194,194,4.50,18
195,195,14.61,49
196,196,7.42,27
197,197,4.41,18
198,198,8.00,29
199,199,6.01,23
200,200,4.16,17
201,201,3.62,16
202,202,11.87,41
203,203,10.67,37
204,204,10.62,37
205,205,7.19,27
206,206,10.23,36
207,207,4.02,17
208,208,1.26,9
209,209,1.88,11
210,210,9.16,32
211,211,5.68,22
212,212,15.20,51
213,213,10.67,37
214,214,6.02,23
215,215,1.43,9
216,216,8.61,31
217,217,14.64,49
218,218,8.72,31
219,219,11.54,40
220,220,1.94,11
221,221,5.59,22
222,222,11.45,39
223,223,7.07,26
224,224,5.48,21
225,225,10.52,37
226,226,2.42,12
227,227,5.85,23
228,228,12.28,42
229,229,9.46,33
230,230,1.45,9
231,231,4.93,20
232,232,8.51,31
233,233,8.09,29
234,234,10.36,36
235,235,7.55,28
236,236,4.29,18
237,237,13.80,46
238,238,6.95,26
239,239,7.22,27
240,240,10.78,37
241,241,7.76,28
242,242,11.78,40
243,243,12.29,42
244,244,5.41,21
245,245,2.87,14
246,246,8.13,29
247,247,6.79,25
248,248,8.41,30
249,249,3.48,15
250,250,14.78,49
251,251,12.40,42
252,252,11.34,39
253,253,3.59,16
254,254,5.42,21
255,255,0.87,8
256,256,3.32,15
257,257,8.58,31
258,258,3.36,15
259,259,6.12,23
260,260,1.38,9
261,261,10.51,37
262,262,13.27,45
263,263,14.84,50
264,264,14.57,49
265,265,1.31,9
266,266,6.52,25
267,267,10.98,38
268,268,7.17,27
269,269,6.26,24
270,270,12.55,43
271,271,10.04,35
272,272,10.85,38
273,273,8.78,31
274,274,7.49,27
275,275,5.22,21
276,276,13.52,46
277,277,7.09,26
278,278,5.15,20
279,279,8.93,32
280,280,2.03,11
281,281,13.19,45
282,282,3.71,16
283,283,7.55,28
284,284,10.57,37
285,285,13.15,44
286,286,7.54,28
287,287,9.72,34
288,288,5.56,22
289,289,8.32,30
290,290,5.02,20
291,291,6.85,26
292,292,7.18,27
293,293,9.28,33
294,294,17.11,56
295,295,0.89,8
296,296,15.26,51
297,297,15.90,53
298,298,10.56,37
299,299,1.98,11
300,300,10.50,36
301,301,12.03,41
302,302,6.96,26
303,303,8.93,32
304,304,2.35,12
305,305,11.81,40
306,306,3.20,15
307,307,2.12,11
308,308,7.63,28
309,309,11.53,40
310,310,13.41,45
311,311,2.49,12
312,312,7.52,28
313,313,15.58,52
314,314,14.74,49
315,315,7.92,29
316,316,13.43,45
317,317,7.37,27
318,318,9.97,35
319,319,13.32,45
320,320,8.35,30
321,321,4.10,17
322,322,10.60,37
323,323,15.73,52
324,324,1.42,9
325,325,10.11,35
326,326,4.90,20
327,327,10.72,37
328,328,17.05,56
329,329,0.92,8
330,330,1.74,10
331,331,5.79,22
332,332,12.58,43
333,333,3.56,16
334,334,2.67,13
335,335,9.07,32
336,336,4.83,20
337,337,11.53,40
338,338,6.51,25
339,339,8.33,30
340,340,9.79,34
341,341,4.83,19
342,342,12.94,44
343,343,16.14,53
344,344,4.61,19
345,345,4.14,17
346,346,5.12,20
347,347,15.15,50
348,348,2.59,13
349,349,7.43,27
350,350,12.98,44
351,351,11.64,40
352,352,1.94,11
353,353,8.28,30
354,354,8.11,29
355,355,4.42,18
356,356,5.94,23
357,357,4.92,20
358,358,13.72,46
359,359,2.85,14
360,360,7.76,28
361,361,5.29,21
362,362,0.76,7
363,363,4.14,17
364,364,6.73,25
365,365,2.05,11
366,366,8.88,32
367,367,10.79,37
368,368,12.35,42
369,369,2.40,12
370,370,8.03,29
371,371,9.64,34
372,372,2.79,13
373,373,4.55,19
374,374,3.03,14
375,375,5.66,22
376,376,4.49,18
377,377,3.84,17
378,378,7.53,28
379,379,12.70,43
380,380,12.57,43
381,381,7.39,27
382,382,10.98,38
383,383,6.06,23
384,384,13.95,47
385,385,5.44,21
386,386,11.16,38
387,387,12.17,42
388,388,4.38,18
389,389,13.13,44
390,390,15.85,53
391,391,5.73,22
392,392,5.14,20
393,393,7.64,28
394,394,11.19,39
395,395,8.36,30
396,396,3.94,17
397,397,4.52,19
398,398,3.28,15
399,399,8.33,30
400,400,13.93,47
401,401,12.05,41
402,402,1.38,9
403,403,6.45,24
404,404,1.93,11
405,405,11.31,39
406,406,5.62,22
407,407,6.80,25
408,408,14.39,48
409,409,8.21,30
410,410,3.83,17
411,411,2.65,13
412,412,8.50,31
413,413,11.44,39
414,414,10.28,36
415,415,4.60,19
416,416,8.19,30
417,417,5.36,21
418,418,10.33,36
419,419,16.43,54
420,420,7.31,27
421,421,4.85,20
422,422,6.69,25
423,423,13.90,47
424,424,6.00,23
425,425,9.78,34
426,426,5.89,23
427,427,8.11,29
428,428,1.49,9
429,429,8.38,30
430,430,11.23,39
431,431,7.84,29
432,432,9.71,34
433,433,12.47,42
434,434,7.74,28
435,435,8.32,30
436,436,1.40,9
437,437,5.24,21
438,438,9.51,34
439,439,10.21,36
440,440,12.46,42
441,441,7.73,28
442,442,9.70,34
443,443,7.08,26
444,444,7.92,29
445,445,5.61,22
446,446,6.17,24
447,447,9.85,35
448,448,5.17,21
449,449,6.49,24
450,450,18.30,60
451,451,6.53,25
452,452,11.43,39
453,453,5.99,23
454,454,7.77,28
455,455,6.88,26
456,456,4.22,18
457,457,12.28,42
458,458,12.07,41
459,459,5.09,20
460,460,2.09,11
461,461,16.24,54
462,462,6.11,23
463,463,10.07,35
464,464,7.15,26
465,465,4.96,20
466,466,8.26,30
467,467,6.49,24
468,468,9.83,34
469,469,9.14,32
470,470,1.96,11
471,471,9.26,33
472,472,6.57,25
473,473,9.02,32
474,474,10.31,36
475,475,2.95,14
476,476,8.30,30
477,477,4.58,19
478,478,4.57,19
479,479,3.06,14
480,480,2.93,14
481,481,7.93,29
482,482,4.55,19
483,483,2.15,11
484,484,8.21,30
485,485,13.72,46
486,486,4.84,20
487,487,3.70,16
488,488,4.29,18
489,489,7.14,26
490,490,6.93,26
491,491,5.60,22
492,492,13.61,46
493,493,6.80,25
494,494,5.00,20
495,495,9.14,32
496,496,2.47,12
497,497,7.86,29
498,498,8.22,30
499,499,5.03,20
500,500,10.26,36
501,501,7.92,29
502,502,5.62,22
503,503,11.12,38
504,504,9.06,32
505,505,3.14,14
506,506,3.59,16
507,507,5.02,20
508,508,3.00,14
509,509,5.78,22
510,510,9.23,33
511,511,7.27,27
512,512,3.83,16
513,513,10.37,36
514,514,8.23,30
515,515,5.88,23
516,516,14.53,49
517,517,9.10,32
518,518,12.99,44
519,519,5.13,20
520,520,14.24,48
521,521,12.35,42
522,522,10.62,37
523,523,9.92,35
524,524,7.46,27
525,525,9.16,32
526,526,10.26,36
527,527,7.01,26
528,528,8.89,32
529,529,9.25,33
530,530,4.59,19
531,531,3.67,16
532,532,2.86,14
533,533,14.17,48
534,534,6.38,24
535,535,9.28,33
536,536,5.18,21
537,537,10.47,36
538,538,0.60,7
539,539,4.65,19
540,540,4.24,18
541,541,8.12,29
542,542,6.42,24
543,543,12.00,41
544,544,9.99,35
545,545,5.15,20
546,546,3.23,15
547,547,12.02,41
548,548,0.37,6
549,549,6.09,23
550,550,2.60,13
551,551,6.43,24
552,552,7.76,28
553,553,3.59,16
554,554,2.16,11
555,555,7.23,27
556,556,9.48,33
557,557,7.95,29
558,558,8.50,30
559,559,13.47,45
560,560,7.37,27
561,561,8.01,29
562,562,0.23,6
563,563,5.89,23
564,564,10.35,36
565,565,12.08,41
566,566,7.68,28
567,567,12.04,41
568,568,11.74,40
569,569,6.72,25
570,570,9.63,34
571,571,14.12,47
572,572,4.33,18
573,573,14.17,47
574,574,8.73,31
575,575,7.03,26
576,576,5.61,22
577,577,9.19,33
578,578,12.53,43
579,579,5.52,22
580,580,11.81,40
581,581,3.43,15
582,582,7.32,27
583,583,5.03,20
584,584,5.58,22
585,585,3.37,15
586,586,4.06,17
587,587,3.62,16
588,588,3.23,15
589,589,13.02,44
590,590,7.30,27
591,591,12.53,43
592,592,14.88,50
593,593,12.35,42
594,594,6.04,23
595,595,5.60,22
596,596,10.55,37
597,597,5.16,20
598,598,0.42,6
599,599,5.03,20
600,600,3.99,17
601,601,5.65,22
602,602,3.45,15
603,603,12.91,44
604,604,15.44,51
605,605,1.03,8
606,606,5.31,21
607,607,16.24,54
608,608,12.60,43
609,609,14.03,47
610,610,6.42,24
611,611,4.77,19
612,612,9.23,33
613,613,6.25,24
614,614,6.73,25
615,615,4.91,20
616,616,6.03,23
617,617,2.72,13
618,618,5.26,21
619,619,11.89,41
620,620,12.43,42
621,621,6.68,25
622,622,3.02,14
623,623,3.63,16
624,624,14.49,48
625,625,10.13,35
626,626,3.22,15
627,627,10.76,37
628,628,1.80,10
629,629,3.79,16
630,630,3.33,15
631,631,4.20,18
632,632,1.55,10
633,633,8.07,29
634,634,6.74,25
635,635,10.09,35
636,636,11.99,41
637,637,10.17,36
638,638,9.28,33
639,639,10.06,35
640,640,4.32,18
641,641,5.33,21
642,642,2.69,13
643,643,5.27,21
644,644,15.06,50
645,645,6.14,23
646,646,5.94,23
647,647,2.78,13
648,648,4.85,20
649,649,4.19,18
650,650,4.83,19
651,651,5.75,22
652,652,8.74,31
653,653,13.71,46
654,654,12.53,43
655,655,4.68,19
656,656,12.43,42
657,657,3.51,16
658,658,9.02,32
659,659,4.79,19
660,660,12.62,43
661,661,10.73,37
662,662,7.94,29
663,663,15.18,51
664,664,5.90,23
665,665,11.34,39
666,666,4.96,20
667,667,10.76,37
668,668,5.38,21
669,669,8.54,31
670,670,12.16,41
671,671,4.38,18
672,672,9.78,34
673,673,11.58,40
674,674,7.76,28
675,675,10.96,38
676,676,3.73,16
677,677,6.93,26
678,678,11.73,40
679,679,11.08,38
680,680,14.06,47
681,681,5.33,21
682,682,2.05,11
683,683,6.17,24
684,684,10.45,36
685,685,9.97,35
686,686,2.86,14
687,687,9.12,32
688,688,8.20,30
689,689,6.98,26
690,690,6.35,24
691,691,1.42,9
692,692,1.42,9
693,693,7.26,27
694,694,7.28,27
695,695,6.04,23
696,696,6.74,25
697,697,7.82,28
698,698,8.34,30
699,699,7.74,28
700,700,7.12,26
701,701,7.63,28
702,702,7.49,27
703,703,10.26,36
704,704,8.29,30
705,705,12.13,41
706,706,9.23,33
707,707,4.26,18
708,708,12.85,44
709,709,3.59,16
710,710,12.51,43
711,711,7.45,27
712,712,15.01,50
713,713,10.01,35
714,714,7.38,27
715,715,14.16,47
716,716,0.72,7
717,717,12.91,44
718,718,7.25,27
719,719,6.25,24
720,720,11.98,41
721,721,4.79,19
722,722,1.59,10
723,723,6.00,23
724,724,4.62,19
725,725,3.49,15
726,726,12.03,41
727,727,12.62,43
728,728,8.14,29
729,729,1.62,10
730,730,17.72,58
731,731,14.66,49
732,732,11.43,39
733,733,7.36,27
734,734,6.13,23
735,735,10.75,37
736,736,11.80,40
737,737,5.90,23
738,738,3.62,16
739,739,7.32,27
740,740,7.03,26
741,741,2.64,13
742,742,5.01,20
743,743,10.68,37
744,744,13.16,44
745,745,14.21,48
746,746,11.46,39
747,747,5.28,21
748,748,5.85,23
749,749,0.81,7
750,750,11.42,39
751,751,15.04,50
752,752,8.60,31
753,753,11.84,41
754,754,10.24,36
755,755,5.57,22
756,756,11.73,40
757,757,3.69,16
758,758,3.39,15
759,759,13.61,46
760,760,5.40,21
761,761,14.20,48
762,762,4.55,19
763,763,8.06,29
764,764,7.13,26
765,765,3.56,16
766,766,6.44,24
767,767,9.22,33
768,768,6.30,24
769,769,2.61,13
770,770,15.27,51
771,771,9.07,32
772,772,6.90,26
773,773,6.23,24
774,774,13.01,44
775,775,8.36,30
776,776,12.84,44
777,777,12.44,42
778,778,10.67,37
779,779,8.55,31
780,780,7.76,28
781,781,6.34,24
782,782,13.14,44
783,783,7.33,27
784,784,15.16,50
785,785,10.67,37
786,786,11.81,40
787,787,2.35,12
788,788,1.75,10
789,789,4.66,19
790,790,10.07,35
791,791,5.03,20
792,792,4.86,20
793,793,6.60,25
794,794,2.49,12
795,795,8.55,31
796,796,14.73,49
797,797,11.82,40
798,798,12.90,44
799,799,4.61,19
800,800,13.35,45
801,801,11.37,39
802,802,6.49,24
803,803,6.25,24
804,804,0.48,6
805,805,7.47,27
806,806,5.48,21
807,807,2.32,12
808,808,8.66,31
809,809,11.85,41
810,810,11.02,38
811,811,14.60,49
812,812,10.24,36
813,813,3.42,15
814,814,7.90,29
815,815,3.60,16
816,816,10.13,35
817,817,9.62,34
818,818,11.05,38
819,819,6.48,24
820,820,7.30,27
821,821,9.09,32
822,822,4.80,19
823,823,11.41,39
824,824,3.60,16
825,825,6.76,25
826,826,2.67,13
827,827,11.25,39
828,828,9.03,32
829,829,4.01,17
830,830,3.14,14
831,831,11.03,38
832,832,10.68,37
833,833,2.68,13
834,834,9.67,34
835,835,3.19,15
836,836,14.01,47
837,837,3.66,16
838,838,5.22,21
839,839,14.29,48
840,840,8.11,29
841,841,0.86,8
842,842,7.54,28
843,843,12.81,43
844,844,3.09,14
845,845,11.49,39
846,846,7.33,27
847,847,1.34,9
848,848,3.80,16
849,849,12.23,42
850,850,10.65,37
851,851,12.96,44
852,852,15.71,52
853,853,10.91,38
854,854,13.35,45
855,855,6.38,24
856,856,6.75,25
857,857,12.35,42
858,858,7.43,27
859,859,13.58,46
860,860,10.73,37
861,861,2.19,12
862,862,13.03,44
863,863,2.18,12
864,864,10.33,36
865,865,10.25,36
866,866,3.75,16
867,867,4.10,17
868,868,11.69,40
869,869,10.65,37
870,870,4.77,19
871,871,7.50,27
872,872,6.86,26
873,873,4.43,18
874,874,9.70,34
875,875,7.70,28
876,876,4.26,18
877,877,8.92,32
878,878,7.04,26
879,879,8.67,31
880,880,7.84,29
881,881,11.42,39
882,882,8.14,29
883,883,7.66,28
884,884,4.68,19
885,885,3.08,14
886,886,3.95,17
887,887,10.39,36
888,888,9.98,35
889,889,7.96,29
890,890,9.53,34
891,891,4.29,18
892,892,5.13,20
893,893,9.30,33
894,894,9.10,32
895,895,8.73,31
896,896,12.42,42
897,897,3.75,16
898,898,16.80,55
899,899,4.38,18
900,900,8.50,30
901,901,13.15,44
902,902,0.76,7
903,903,5.88,23
904,904,1.38,9
905,905,11.12,38
906,906,15.53,52
907,907,0.44,6
908,908,9.34,33
909,909,14.41,48
910,910,9.71,34
911,911,10.37,36
912,912,8.18,30
913,913,5.65,22
914,914,6.67,25
915,915,3.10,14
916,916,8.11,29
917,917,9.42,33
918,918,2.51,13
919,919,10.54,37
920,920,4.98,20
921,921,8.41,30
922,922,4.40,18
923,923,6.78,25
924,924,1.94,11
925,925,15.14,50
926,926,5.34,21
927,927,0.47,6
928,928,13.06,44
929,929,2.82,13
930,930,7.46,27
931,931,7.10,26
932,932,3.60,16
933,933,7.79,28
934,934,1.45,9
935,935,10.99,38
936,936,12.47,42
937,937,13.31,45
938,938,6.13,23
939,939,6.66,25
940,940,8.09,29
941,941,0.49,6
942,942,12.09,41
943,943,7.33,27
944,944,4.18,18
945,945,11.51,40
946,946,13.86,47
947,947,7.78,28
948,948,11.55,40
949,949,8.05,29
950,950,11.61,40
951,951,11.87,41
952,952,6.82,25
953,953,4.09,17
954,954,13.19,45
955,955,2.12,11
956,956,10.07,35
957,957,4.02,17
958,958,2.47,12
959,959,7.43,27
960,960,14.28,48
961,961,8.74,31
962,962,8.30,30
963,963,7.03,26
964,964,2.03,11
965,965,3.42,15
966,966,4.16,17
967,967,5.82,22
968,968,6.48,24
969,969,4.45,18
970,970,9.86,35
971,971,9.82,34
972,972,16.28,54
973,973,9.87,35
974,974,3.07,14
975,975,11.80,40
976,976,10.51,37
977,977,8.15,29
978,978,13.98,47
979,979,14.24,48
980,980,14.23,48
981,981,8.66,31
982,982,4.09,17
983,983,5.13,20
984,984,11.71,40
985,985,4.77,19
986,986,10.72,37
987,987,2.28,12
988,988,8.19,30
989,989,1.17,9
990,990,10.67,37
991,991,12.51,43
992,992,9.33,33
993,993,8.02,29
994,994,5.60,22
995,995,11.86,41
996,996,7.06,26
997,997,15.54,52
998,998,16.59,55
999,999,8.99,32
1000,1000,12.03,41
1001,1001,14.88,50
1002,1002,6.25,24
1003,1003,3.20,15
1004,1004,2.78,13
1005,1005,8.01,29
1006,1006,8.56,31
1007,1007,4.28,18
1008,1008,11.19,39
1009,1009,2.20,12
1010,1010,5.01,20
1011,1011,9.62,34
1012,1012,1.38,9
1013,1013,6.74,25
1014,1014,7.03,26
1015,1015,12.86,44
1016,1016,10.66,37
1017,1017,8.90,32
1018,1018,15.01,50
1019,1019,10.14,35
1020,1020,4.98,20
1021,1021,12.49,42
1022,1022,4.43,18
1023,1023,10.73,37
1024,1024,1.78,10
1025,1025,6.18,24
1026,1026,11.31,39
1027,1027,3.23,15
1028,1028,4.96,20
1029,1029,7.78,28
1030,1030,12.56,43
1031,1031,10.03,35
1032,1032,3.92,17
1033,1033,11.93,41
1034,1034,7.76,28
1035,1035,11.22,39
1036,1036,13.29,45
1037,1037,1.88,11
1038,1038,2.01,11
1039,1039,2.94,14
1040,1040,2.69,13
1041,1041,3.49,15
1042,1042,9.32,33
1043,1043,16.40,54
1044,1044,7.30,27
1045,1045,10.21,36
1046,1046,3.83,16
1047,1047,8.78,31
1048,1048,16.38,54
1049,1049,8.91,32
1050,1050,2.35,12
1051,1051,7.46,27
1052,1052,0.93,8
1053,1053,3.54,16
1054,1054,2.63,13
1055,1055,8.97,32
1056,1056,8.62,31
1057,1057,10.02,35
1058,1058,13.11,44
1059,1059,12.80,43
1060,1060,7.10,26
1061,1061,9.93,35
1062,1062,8.03,29
1063,1063,7.00,26
1064,1064,3.28,15
1065,1065,3.91,17
1066,1066,5.45,21
1067,1067,3.27,15
1068,1068,5.93,23
1069,1069,1.25,9
1070,1070,10.09,35
1071,1071,7.57,28
1072,1072,6.36,24
1073,1073,10.79,37
1074,1074,4.90,20
1075,1075,11.80,40
1076,1076,5.91,23
1077,1077,10.72,37
1078,1078,1.15,8
1079,1079,5.43,21
1080,1080,8.86,32
1081,1081,3.05,14
1082,1082,5.58,22
1083,1083,9.71,34
1084,1084,13.00,44
1085,1085,10.37,36
1086,1086,6.03,23
1087,1087,1.63,10
1088,1088,12.18,42
1089,1089,16.51,55
1090,1090,2.59,13
1091,1091,2.04,11
1092,1092,7.28,27
1093,1093,4.82,19
1094,1094,10.20,36
1095,1095,12.75,43
1096,1096,0.58,7
1097,1097,7.86,29
1098,1098,4.79,19
1099,1099,4.51,19
1100,1100,17.65,58
1101,1101,8.56,31
1102,1102,2.32,12
1103,1103,8.27,30
1104,1104,7.42,27
1105,1105,10.17,36
1106,1106,1.42,9
1107,1107,9.23,33
1108,1108,4.42,18
1109,1109,11.00,38
1110,1110,13.08,44
1111,1111,10.09,35
1112,1112,4.33,18
1113,1113,0.52,7
1114,1114,8.17,30
1115,1115,3.18,15
1116,1116,7.91,29
1117,1117,2.99,14
1118,1118,11.60,40
1119,1119,5.01,20
1120,1120,10.72,37
1121,1121,10.16,35
1122,1122,12.50,42
1123,1123,7.51,28
1124,1124,12.98,44
1125,1125,4.17,18
1126,1126,4.26,18
1127,1127,1.79,10
1128,1128,7.43,27
1129,1129,10.74,37
1130,1130,6.63,25
1131,1131,2.09,11
1132,1132,2.68,13
1133,1133,4.80,19
1134,1134,5.27,21
1135,1135,6.96,26
1136,1136,2.03,11
1137,1137,4.88,20
1138,1138,8.64,31
1139,1139,2.53,13
1140,1140,10.72,37
1141,1141,7.87,29
1142,1142,0.78,7
1143,1143,4.58,19
1144,1144,10.64,37
1145,1145,10.18,36
1146,1146,7.90,29
1147,1147,3.43,15
1148,1148,4.94,20
1149,1149,10.10,35
1150,1150,13.27,45
1151,1151,5.98,23
1152,1152,14.50,49
1153,1153,5.60,22
1154,1154,10.07,35
1155,1155,0.26,6
1156,1156,9.88,35
1157,1157,1.15,8
1158,1158,9.33,33
1159,1159,2.94,14
1160,1160,7.98,29
1161,1161,6.06,23
1162,1162,3.83,17
1163,1163,12.85,44
1164,1164,5.70,22
1165,1165,8.27,30
1166,1166,7.67,28
1167,1167,11.56,40
1168,1168,4.03,17
1169,1169,4.22,18
1170,1170,13.80,46
1171,1171,10.66,37
1172,1172,9.70,34
1173,1173,16.41,54
1174,1174,13.89,47
1175,1175,4.86,20
1176,1176,4.18,18
1177,1177,1.64,10
1178,1178,3.42,15
1179,1179,3.16,14
1180,1180,2.70,13
1181,1181,13.82,46
1182,1182,10.45,36
1183,1183,11.86,41
1184,1184,3.68,16
1185,1185,2.66,13
1186,1186,4.34,18
1187,1187,3.53,16
1188,1188,8.51,31
1189,1189,8.63,31
1190,1190,14.20,48
1191,1191,9.64,34
1192,1192,8.01,29
1193,1193,11.96,41
1194,1194,11.31,39
1195,1195,11.01,38
1196,1196,9.36,33
1197,1197,5.35,21
1198,1198,17.54,58
1199,1199,12.44,42
1200,1200,11.36,39
1201,1201,9.42,33
1202,1202,8.61,31
1203,1203,6.63,25
1204,1204,5.86,23
1205,1205,2.96,14
1206,1206,16.34,54
1207,1207,10.77,37
1208,1208,8.43,30
1209,1209,8.31,30
1210,1210,1.38,9
1211,1211,10.17,36
1212,1212,7.59,28
1213,1213,9.24,33
1214,1214,7.82,28
1215,1215,10.42,36
1216,1216,13.15,44
1217,1217,10.35,36
1218,1218,6.72,25
1219,1219,9.20,33
1220,1220,10.83,37
1221,1221,7.91,29
1222,1222,9.08,32
1223,1223,8.56,31
1224,1224,14.37,48
1225,1225,9.97,35
1226,1226,13.83,46
1227,1227,4.54,19
1228,1228,12.76,43
1229,1229,12.31,42
1230,1230,8.75,31
1231,1231,13.42,45
1232,1232,12.35,42
1233,1233,6.01,23
1234,1234,13.53,46
1235,1235,9.08,32
1236,1236,8.91,32
1237,1237,13.62,46
1238,1238,8.78,31
1239,1239,5.59,22
1240,1240,6.80,25
1241,1241,9.32,33
1242,1242,5.49,21
1243,1243,3.45,15
1244,1244,5.81,22
1245,1245,3.69,16
1246,1246,4.87,20
1247,1247,6.19,24
1248,1248,3.83,16
1249,1249,7.56,28
1250,1250,7.10,26
1251,1251,8.48,30
1252,1252,7.58,28
1253,1253,5.38,21
1254,1254,2.62,13
1255,1255,10.20,36
1256,1256,10.94,38
1257,1257,8.89,32
1258,1258,12.12,41
1259,1259,1.13,8
1260,1260,5.31,21
1261,1261,4.52,19
1262,1262,7.58,28
1263,1263,16.19,54
1264,1264,11.66,40
1265,1265,14.05,47
1266,1266,10.57,37
1267,1267,4.53,19
1268,1268,12.44,42
1269,1269,12.16,41
1270,1270,6.04,23
1271,1271,3.17,15
1272,1272,9.43,33
1273,1273,3.80,16
1274,1274,10.28,36
1275,1275,7.84,29
1276,1276,8.50,30
1277,1277,4.85,20
1278,1278,13.03,44
1279,1279,9.10,32
1280,1280,12.22,42
1281,1281,13.21,45
1282,1282,3.08,14
1283,1283,5.85,23
1284,1284,12.08,41
1285,1285,1.68,10
1286,1286,9.72,34
1287,1287,8.13,29
1288,1288,3.77,16
1289,1289,3.31,15
1290,1290,8.99,32
1291,1291,7.05,26
1292,1292,6.33,24
1293,1293,10.60,37
1294,1294,8.42,30
1295,1295,6.02,23
1296,1296,17.77,58
1297,1297,9.00,32
1298,1298,7.53,28
1299,1299,12.98,44
1300,1300,10.21,36
1301,1301,2.55,13
1302,1302,9.54,34
1303,1303,6.21,24
1304,1304,5.78,22
1305,1305,13.29,45
1306,1306,3.39,15
1307,1307,11.80,40
1308,1308,8.35,30
1309,1309,2.59,13
1310,1310,14.83,50
1311,1311,6.47,24
1312,1312,8.58,31
1313,1313,8.22,30
1314,1314,5.15,20
1315,1315,7.01,26
1316,1316,2.84,14
1317,1317,19.44,63
1318,1318,12.34,42
1319,1319,14.22,48
1320,1320,6.92,26
1321,1321,9.27,33
1322,1322,8.94,32
1323,1323,9.37,33
1324,1324,5.70,22
1325,1325,13.46,45
1326,1326,7.95,29
1327,1327,3.40,15
1328,1328,11.25,39
1329,1329,2.03,11
