menu_item_id,restaurant_id,item_name,price,stock_qty,version
47,179,Pizza Hai San,125000.0,32,0
48,192,Hu Tieu,140000.0,29,0
49,194,Tiramisu Cake,100000.0,75,0
50,118,Sam Bo Luong,140000.0,53,0
51,146,Banh Mi Dac Biet,85000.0,36,0
52,71,Mi Cay,50000.0,68,0
53,27,Pizza Hai San,140000.0,36,0
54,174,Banh Mi Dac Biet,140000.0,41,0
55,109,Hu Tieu,90000.0,79,0
56,138,Bun Cha,55000.0,78,0
57,181,Sua Chua,135000.0,68,0
58,147,Pizza Hai San,45000.0,53,0
59,77,Che Thap Cam,95000.0,44,0
60,124,Hu Tieu,60000.0,77,0
61,39,Sua Chua,40000.0,25,0
62,127,Banh Moouse,35000.0,28,0
63,146,Tra Sua Tran Chau,55000.0,54,0
64,27,Banh Mi Dac Biet,85000.0,84,0
65,195,Ca Phe Sua Da,80000.0,74,0
66,129,Trai Cay Tuoi,150000.0,64,0
67,69,Hu Tieu,70000.0,22,0
68,26,Ga Ran,50000.0,69,0
69,41,Trai Cay Tuoi,80000.0,52,0
70,186,Trai Cay Tuoi,40000.0,67,0
71,134,Banh Moouse,60000.0,24,0
72,120,Pho Bo,85000.0,68,0
73,81,Tra Sua Tran Chau,105000.0,32,0
74,75,Banh Mi Dac Biet,90000.0,41,0
75,85,Ga Ran,130000.0,69,0
76,190,Hu Tieu,110000.0,50,0
77,109,Sua Chua,55000.0,26,0
78,28,Goi Cuon,75000.0,52,0
79,132,Ga Ran,70000.0,89,0
80,196,Banh Mi Dac Biet,105000.0,81,0
81,83,Goi Cuon,100000.0,75,0
82,29,Bun Cha,130000.0,86,0
83,83,Mi Cay,85000.0,78,0
84,138,Trai Cay Tuoi,50000.0,38,0
85,54,Banh Mi Dac Biet,115000.0,78,0
86,32,Banh Trang Tron,105000.0,97,0
87,114,Banh Trang Tron,145000.0,94,0
88,155,Sam Bo Luong,80000.0,81,0
89,61,Trai Cay Tuoi,80000.0,94,0
90,140,Bun Cha,115000.0,25,0
91,17,Ca Phe Sua Da,145000.0,20,0
92,77,Ga Ran,65000.0,70,0
93,57,Trai Cay Tuoi,40000.0,53,0
94,42,Sua Chua,100000.0,80,0
95,58,Tra Sua Tran Chau,100000.0,75,0
96,161,Hu Tieu,110000.0,39,0
97,91,Com Tam Suon Nuong,100000.0,93,0
98,106,Hu Tieu,35000.0,87,0
99,108,Banh Moouse,125000.0,60,0
100,96,Hu Tieu,130000.0,86,0
101,34,Goi Cuon,130000.0,50,0
102,54,Tra Sua Tran Chau,115000.0,35,0
103,65,Banh Moouse,135000.0,98,0
104,11,Banh Moouse,150000.0,55,0
105,8,Pho Bo,65000.0,29,0
106,133,Ga Ran,40000.0,85,0
107,128,Hu Tieu,130000.0,73,0
108,129,Che Thap Cam,85000.0,58,0
109,165,Tra Sua Tran Chau,145000.0,57,0
110,41,Banh Moouse,45000.0,95,0
111,107,Ga Ran,30000.0,90,0
112,91,Ca Phe Sua Da,80000.0,68,0
113,25,Goi Cuon,100000.0,33,0
114,9,Hu Tieu,120000.0,21,0
115,153,Mi Cay,90000.0,31,0
116,107,Bun Cha,45000.0,54,0
117,13,Sua Chua,135000.0,79,0
118,46,Banh Moouse,140000.0,56,0
119,155,Hu Tieu,95000.0,68,0
120,184,Banh Trang Tron,125000.0,51,0
121,10,Mi Cay,125000.0,29,0
122,88,Mi Cay,50000.0,76,0
123,2,Ca Phe Sua Da,60000.0,99,0
124,162,Hu Tieu,105000.0,30,0
125,8,Trai Cay Tuoi,120000.0,23,0
126,153,Ca Phe Sua Da,90000.0,82,0
127,55,Banh Trang Tron,100000.0,86,0
128,123,Ga Ran,60000.0,89,0
129,127,Che Thap Cam,90000.0,70,0
130,160,Mi Cay,75000.0,78,0
131,113,Banh Moouse,110000.0,56,0
132,123,Pho Bo,130000.0,54,0
133,56,Goi Cuon,80000.0,70,0
134,159,Sam Bo Luong,105000.0,49,0
135,145,Tiramisu Cake,35000.0,52,0
136,26,Mi Cay,50000.0,88,0
137,83,Tra Sua Tran Chau,40000.0,96,0
138,156,Bun Cha,150000.0,94,0
139,112,Com Tam Suon Nuong,100000.0,35,0
140,9,Ga Ran,115000.0,34,0
141,177,Pizza Hai San,145000.0,63,0
142,82,Pizza Hai San,65000.0,57,0
143,14,Sua Chua,95000.0,80,0
144,32,Sua Chua,70000.0,69,0
145,99,Hu Tieu,115000.0,30,0
146,49,Bun Cha,30000.0,98,0
147,51,Goi Cuon,140000.0,71,0
148,120,Sam Bo Luong,90000.0,21,0
149,177,Mi Cay,135000.0,54,0
150,49,Banh Mi Dac Biet,40000.0,61,0
151,33,Banh Moouse,95000.0,81,0
152,81,Banh Moouse,110000.0,36,0
153,139,Mi Cay,130000.0,52,0
154,42,Hu Tieu,35000.0,77,0
155,56,Mi Cay,135000.0,40,0
156,36,Mi Cay,80000.0,69,0
157,114,Sua Chua,40000.0,32,0
158,109,Com Tam Suon Nuong,85000.0,67,0
159,56,Goi Cuon,60000.0,24,0
160,186,Che Thap Cam,40000.0,25,0
161,143,Pizza Hai San,100000.0,22,0
162,155,Bun Cha,150000.0,66,0
163,33,Che Thap Cam,90000.0,43,0
164,42,Ga Ran,85000.0,68,0
165,186,Tiramisu Cake,120000.0,64,0
166,68,Pizza Hai San,60000.0,93,0
167,181,Ca Phe Sua Da,85000.0,59,0
168,78,Sam Bo Luong,40000.0,40,0
169,187,Bun Cha,75000.0,41,0
170,96,Hu Tieu,70000.0,23,0
171,83,Banh Mi Dac Biet,90000.0,35,0
172,165,Banh Trang Tron,120000.0,39,0
173,98,Ga Ran,105000.0,91,0
174,177,Banh Trang Tron,85000.0,33,0
175,13,Tra Sua Tran Chau,145000.0,62,0
176,193,Che Thap Cam,55000.0,37,0
177,98,Bun Cha,85000.0,49,0
178,70,Banh Moouse,110000.0,30,0
179,34,Che Thap Cam,140000.0,85,0
180,105,Hu Tieu,85000.0,50,0
181,89,Pho Bo,60000.0,52,0
182,64,Che Thap Cam,120000.0,97,0
183,36,Banh Moouse,95000.0,51,0
184,143,Sua Chua,65000.0,99,0
185,81,Ga Ran,80000.0,80,0
186,39,Banh Trang Tron,40000.0,76,0
187,34,Trai Cay Tuoi,75000.0,68,0
188,115,Goi Cuon,115000.0,26,0
189,162,Tra Sua Tran Chau,35000.0,64,0
190,125,Ga Ran,85000.0,82,0
191,181,Banh Moouse,40000.0,97,0
192,117,Bun Cha,125000.0,24,0
193,12,Goi Cuon,60000.0,45,0
194,10,Sam Bo Luong,55000.0,53,0
195,134,Bun Cha,135000.0,36,0
196,22,Ga Ran,100000.0,97,0
197,200,Banh Mi Dac Biet,100000.0,82,0
198,165,Tra Sua Tran Chau,95000.0,40,0
199,70,Com Tam Suon Nuong,80000.0,73,0
200,22,Trai Cay Tuoi,105000.0,54,0
201,39,Sam Bo Luong,95000.0,57,0
202,176,Pizza Hai San,95000.0,46,0
203,68,Banh Mi Dac Biet,110000.0,74,0
204,46,Banh Mi Dac Biet,140000.0,60,0
205,8,Hu Tieu,150000.0,94,0
206,51,Tiramisu Cake,65000.0,23,0
207,1,Sam Bo Luong,85000.0,81,0
208,54,Tiramisu Cake,110000.0,99,0
209,53,Ca Phe Sua Da,80000.0,26,0
210,191,Tra Sua Tran Chau,90000.0,41,0
211,166,Hu Tieu,150000.0,41,0
212,127,Pho Bo,50000.0,30,0
213,70,Ca Phe Sua Da,50000.0,73,0
214,3,Ga Ran,75000.0,35,0
215,91,Banh Trang Tron,35000.0,77,0
216,114,Ca Phe Sua Da,65000.0,65,0
217,19,Ga Ran,105000.0,84,0
218,34,Ga Ran,150000.0,90,0
219,128,Ca Phe Sua Da,115000.0,22,0
220,134,Tiramisu Cake,35000.0,45,0
221,142,Mi Cay,100000.0,54,0
222,106,Che Thap Cam,150000.0,80,0
223,79,Sua Chua,95000.0,80,0
224,132,Ca Phe Sua Da,110000.0,37,0
225,61,Tiramisu Cake,55000.0,90,0
226,125,Pho Bo,110000.0,71,0
227,128,Ca Phe Sua Da,115000.0,84,0
228,78,Sam Bo Luong,95000.0,28,0
229,67,Ca Phe Sua Da,65000.0,89,0
230,163,Tra Sua Tran Chau,35000.0,66,0
231,91,Sam Bo Luong,35000.0,30,0
232,19,Tiramisu Cake,140000.0,83,0
233,23,Com Tam Suon Nuong,80000.0,48,0
234,165,Pizza Hai San,120000.0,67,0
235,112,Pho Bo,120000.0,24,0
236,27,Bun Cha,120000.0,30,0
237,162,Bun Cha,55000.0,71,0
238,50,Ga Ran,90000.0,77,0
239,1,Banh Mi Dac Biet,90000.0,60,0
240,104,Goi Cuon,150000.0,31,0
241,181,Sua Chua,45000.0,42,0
242,28,Tra Sua Tran Chau,60000.0,81,0
243,6,Pho Bo,145000.0,68,0
244,58,Com Tam Suon Nuong,130000.0,57,0
245,39,Sua Chua,65000.0,36,0
246,140,Che Thap Cam,145000.0,36,0
247,198,Tiramisu Cake,65000.0,93,0
248,49,Banh Mi Dac Biet,145000.0,77,0
249,82,Goi Cuon,135000.0,29,0
250,1,Mi Cay,85000.0,23,0
251,44,Ca Phe Sua Da,50000.0,95,0
252,61,Goi Cuon,125000.0,79,0
253,182,Banh Trang Tron,50000.0,50,0
254,107,Che Thap Cam,40000.0,61,0
255,70,Sam Bo Luong,100000.0,21,0
256,169,Ca Phe Sua Da,30000.0,65,0
257,131,Ga Ran,50000.0,29,0
258,85,Ga Ran,80000.0,23,0
259,62,Sua Chua,50000.0,90,0
260,195,Banh Mi Dac Biet,30000.0,53,0
261,74,Ga Ran,135000.0,24,0
262,109,Hu Tieu,65000.0,90,0
263,141,Ca Phe Sua Da,70000.0,57,0
264,100,Banh Trang Tron,50000.0,95,0
265,92,Sua Chua,140000.0,45,0
266,134,Pizza Hai San,120000.0,39,0
267,74,Ga Ran,70000.0,59,0
268,29,Banh Trang Tron,50000.0,31,0
269,81,Pizza Hai San,50000.0,71,0
270,54,Banh Trang Tron,105000.0,64,0
271,102,Sam Bo Luong,30000.0,44,0
272,102,Trai Cay Tuoi,120000.0,58,0
273,121,Che Thap Cam,135000.0,33,0
274,79,Bun Cha,85000.0,41,0
275,138,Mi Cay,150000.0,86,0
276,145,Ga Ran,100000.0,66,0
277,21,Ga Ran,100000.0,69,0
278,168,Banh Trang Tron,110000.0,35,0
279,70,Hu Tieu,85000.0,51,0
280,188,Banh Trang Tron,45000.0,40,0
281,181,Pho Bo,110000.0,62,0
282,148,Ga Ran,105000.0,82,0
283,35,Bun Cha,40000.0,78,0
284,122,Goi Cuon,55000.0,64,0
285,99,Com Tam Suon Nuong,30000.0,53,0
286,145,Banh Mi Dac Biet,75000.0,87,0
287,185,Mi Cay,100000.0,65,0
288,193,Goi Cuon,35000.0,43,0
289,46,Com Tam Suon Nuong,90000.0,23,0
290,33,Hu Tieu,130000.0,54,0
291,65,Che Thap Cam,150000.0,55,0
292,132,Banh Trang Tron,75000.0,61,0
293,182,Ca Phe Sua Da,75000.0,44,0
294,164,Pho Bo,85000.0,96,0
295,19,Goi Cuon,140000.0,43,0
296,138,Trai Cay Tuoi,125000.0,41,0
297,102,Ga Ran,55000.0,96,0
298,123,Tra Sua Tran Chau,35000.0,25,0
299,160,Trai Cay Tuoi,35000.0,54,0
300,75,Pizza Hai San,90000.0,47,0
301,180,Ca Phe Sua Da,65000.0,77,0
302,182,Tra Sua Tran Chau,85000.0,34,0
303,47,Sam Bo Luong,55000.0,67,0
304,1,Mi Cay,45000.0,36,0
305,73,Goi Cuon,125000.0,30,0
306,69,Pizza Hai San,120000.0,63,0
307,131,Trai Cay Tuoi,110000.0,30,0
308,12,Com Tam Suon Nuong,120000.0,25,0
309,167,Com Tam Suon Nuong,120000.0,61,0
310,122,Sam Bo Luong,40000.0,97,0
311,123,Pizza Hai San,90000.0,80,0
312,108,Tra Sua Tran Chau,100000.0,65,0
313,45,Banh Trang Tron,30000.0,52,0
314,92,Pizza Hai San,105000.0,92,0
315,159,Goi Cuon,110000.0,83,0
316,42,Ga Ran,60000.0,63,0
317,124,Tiramisu Cake,130000.0,47,0
318,164,Pho Bo,150000.0,81,0
319,1,Pho Bo,35000.0,84,0
320,22,Sua Chua,150000.0,20,0
321,164,Banh Trang Tron,115000.0,71,0
322,74,Pizza Hai San,150000.0,99,0
323,80,Tra Sua Tran Chau,40000.0,42,0
324,185,Che Thap Cam,125000.0,68,0
325,103,Tiramisu Cake,40000.0,39,0
326,48,Com Tam Suon Nuong,115000.0,85,0
327,174,Banh Trang Tron,115000.0,67,0
328,100,Mi Cay,95000.0,97,0
329,196,Ca Phe Sua Da,45000.0,90,0
330,61,Bun Cha,140000.0,26,0
331,18,Trai Cay Tuoi,70000.0,55,0
332,158,Tiramisu Cake,65000.0,77,0
333,115,Tra Sua Tran Chau,110000.0,42,0
334,171,Com Tam Suon Nuong,145000.0,99,0
335,125,Sua Chua,115000.0,49,0
336,9,Ca Phe Sua Da,95000.0,44,0
337,191,Ca Phe Sua Da,130000.0,34,0
338,128,Com Tam Suon Nuong,120000.0,67,0
339,104,Tiramisu Cake,130000.0,92,0
340,36,Tiramisu Cake,125000.0,47,0
341,110,Bun Cha,55000.0,43,0
342,31,Com Tam Suon Nuong,60000.0,77,0
343,12,Ca Phe Sua Da,85000.0,67,0
344,97,Com Tam Suon Nuong,130000.0,89,0
345,169,Che Thap Cam,50000.0,34,0
346,8,Banh Moouse,45000.0,36,0
347,152,Sua Chua,45000.0,48,0
348,135,Che Thap Cam,35000.0,92,0
349,98,Sua Chua,40000.0,63,0
350,2,Goi Cuon,115000.0,41,0
351,37,Pizza Hai San,60000.0,60,0
352,176,Hu Tieu,65000.0,27,0
353,168,Ga Ran,110000.0,94,0
354,48,Com Tam Suon Nuong,75000.0,31,0
355,108,Mi Cay,140000.0,52,0
356,116,Goi Cuon,120000.0,57,0
357,92,Tiramisu Cake,105000.0,57,0
358,72,Goi Cuon,45000.0,73,0
359,93,Trai Cay Tuoi,75000.0,49,0
360,67,Trai Cay Tuoi,65000.0,24,0
361,198,Mi Cay,115000.0,75,0
362,68,Ga Ran,85000.0,73,0
363,73,Ga Ran,95000.0,94,0
364,157,Ca Phe Sua Da,120000.0,74,0
365,175,Pho Bo,145000.0,94,0
366,28,Hu Tieu,45000.0,66,0
367,104,Pho Bo,115000.0,53,0
368,44,Banh Moouse,100000.0,98,0
369,64,Tra Sua Tran Chau,40000.0,60,0
370,144,Goi Cuon,50000.0,22,0
371,82,Ga Ran,60000.0,34,0
372,8,Trai Cay Tuoi,75000.0,35,0
373,89,Sua Chua,30000.0,96,0
374,50,Ca Phe Sua Da,95000.0,72,0
375,73,Com Tam Suon Nuong,65000.0,45,0
376,10,Hu Tieu,45000.0,95,0
377,194,Banh Mi Dac Biet,60000.0,38,0
378,105,Banh Trang Tron,150000.0,74,0
379,21,Ga Ran,120000.0,82,0
380,1,Tiramisu Cake,90000.0,88,0
381,12,Che Thap Cam,135000.0,38,0
382,102,Tra Sua Tran Chau,80000.0,79,0
383,85,Pho Bo,145000.0,92,0
384,6,Hu Tieu,35000.0,49,0
385,96,Sam Bo Luong,35000.0,75,0
386,138,Tra Sua Tran Chau,45000.0,57,0
387,92,Com Tam Suon Nuong,115000.0,84,0
388,146,Goi Cuon,130000.0,93,0
389,37,Che Thap Cam,90000.0,97,0
390,140,Sua Chua,130000.0,91,0
391,185,Banh Moouse,120000.0,22,0
392,46,Trai Cay Tuoi,120000.0,45,0
393,53,Banh Moouse,95000.0,34,0
394,127,Hu Tieu,105000.0,39,0
395,12,Banh Trang Tron,60000.0,92,0
396,49,Che Thap Cam,90000.0,21,0
397,112,Banh Mi Dac Biet,130000.0,87,0
398,97,Ga Ran,90000.0,32,0
399,174,Banh Moouse,40000.0,80,0
400,61,Bun Cha,120000.0,87,0
401,62,Sua Chua,75000.0,29,0
402,188,Tiramisu Cake,145000.0,40,0
403,25,Mi Cay,130000.0,61,0
404,193,Goi Cuon,105000.0,86,0
405,1,Banh Moouse,30000.0,28,0
406,152,Sam Bo Luong,30000.0,81,0
407,59,Che Thap Cam,55000.0,77,0
408,39,Pizza Hai San,140000.0,20,0
409,199,Banh Mi Dac Biet,85000.0,64,0
410,30,Banh Mi Dac Biet,95000.0,31,0
411,86,Banh Mi Dac Biet,120000.0,75,0
412,95,Banh Moouse,120000.0,82,0
413,91,Tiramisu Cake,30000.0,99,0
414,30,Che Thap Cam,70000.0,52,0
415,59,Banh Trang Tron,90000.0,66,0
416,49,Com Tam Suon Nuong,60000.0,37,0
417,180,Sam Bo Luong,125000.0,79,0
418,136,Banh Trang Tron,65000.0,50,0
419,9,Hu Tieu,150000.0,75,0
420,37,Sam Bo Luong,70000.0,31,0
421,3,Goi Cuon,140000.0,80,0
422,69,Pho Bo,35000.0,76,0
423,121,Goi Cuon,130000.0,82,0
424,94,Com Tam Suon Nuong,110000.0,49,0
425,113,Banh Trang Tron,140000.0,95,0
426,46,Ca Phe Sua Da,100000.0,99,0
427,84,Bun Cha,50000.0,96,0
428,73,Tiramisu Cake,110000.0,47,0
429,85,Goi Cuon,95000.0,56,0
430,75,Goi Cuon,125000.0,92,0
431,90,Sam Bo Luong,55000.0,97,0
432,58,Pho Bo,30000.0,27,0
433,25,Pho Bo,35000.0,20,0
434,117,Com Tam Suon Nuong,50000.0,40,0
435,76,Hu Tieu,95000.0,79,0
436,199,Tra Sua Tran Chau,120000.0,39,0
437,85,Pizza Hai San,140000.0,46,0
438,60,Ga Ran,80000.0,25,0
439,82,Tiramisu Cake,90000.0,68,0
440,73,Ca Phe Sua Da,75000.0,39,0
441,145,Banh Moouse,135000.0,65,0
442,96,Hu Tieu,120000.0,83,0
443,20,Goi Cuon,120000.0,43,0
444,41,Tra Sua Tran Chau,140000.0,27,0
445,190,Hu Tieu,90000.0,86,0
446,130,Ga Ran,145000.0,87,0
447,172,Ca Phe Sua Da,140000.0,78,0
448,40,Tra Sua Tran Chau,90000.0,72,0
449,149,Pho Bo,105000.0,90,0
450,11,Com Tam Suon Nuong,75000.0,41,0
451,10,Che Thap Cam,60000.0,89,0
452,45,Mi Cay,90000.0,79,0
453,110,Ca Phe Sua Da,150000.0,37,0
454,147,Pizza Hai San,50000.0,75,0
455,126,Banh Trang Tron,115000.0,20,0
456,114,Sua Chua,90000.0,68,0
457,177,Banh Mi Dac Biet,85000.0,35,0
458,74,Tra Sua Tran Chau,40000.0,62,0
459,32,Banh Moouse,55000.0,27,0
460,94,Pho Bo,55000.0,39,0
461,151,Tiramisu Cake,80000.0,47,0
462,130,Ca Phe Sua Da,60000.0,71,0
463,154,Sua Chua,60000.0,41,0
464,91,Goi Cuon,85000.0,45,0
465,48,Goi Cuon,55000.0,33,0
466,146,Bun Cha,65000.0,86,0
467,139,Com Tam Suon Nuong,125000.0,56,0
468,33,Mi Cay,120000.0,55,0
469,54,Banh Moouse,70000.0,22,0
470,147,Com Tam Suon Nuong,145000.0,80,0
471,5,Sua Chua,105000.0,66,0
472,16,Pizza Hai San,135000.0,24,0
473,103,Trai Cay Tuoi,30000.0,88,0
474,78,Banh Mi Dac Biet,140000.0,37,0
475,31,Bun Cha,90000.0,33,0
476,200,Ca Phe Sua Da,60000.0,99,0
477,78,Tra Sua Tran Chau,30000.0,80,0
478,99,Sam Bo Luong,100000.0,73,0
479,186,Sua Chua,30000.0,33,0
480,35,Bun Cha,60000.0,74,0
481,2,Ga Ran,125000.0,59,0
482,66,Sam Bo Luong,140000.0,47,0
483,55,Tra Sua Tran Chau,115000.0,92,0
484,89,Banh Moouse,70000.0,63,0
485,181,Ca Phe Sua Da,150000.0,97,0
486,109,Goi Cuon,115000.0,88,0
487,167,Tiramisu Cake,135000.0,29,0
488,35,Sua Chua,65000.0,53,0
489,77,Mi Cay,140000.0,46,0
490,163,Trai Cay Tuoi,75000.0,40,0
491,129,Com Tam Suon Nuong,85000.0,93,0
492,64,Bun Cha,135000.0,30,0
493,53,Pho Bo,110000.0,60,0
494,101,Tiramisu Cake,80000.0,96,0
495,54,Tiramisu Cake,50000.0,55,0
496,41,Che Thap Cam,125000.0,30,0
497,172,Sam Bo Luong,70000.0,69,0
498,60,Ga Ran,45000.0,83,0
499,31,Hu Tieu,140000.0,71,0
500,127,Trai Cay Tuoi,125000.0,38,0
501,99,Ca Phe Sua Da,135000.0,21,0
502,119,Tra Sua Tran Chau,120000.0,20,0
503,172,Mi Cay,95000.0,37,0
504,195,Pho Bo,135000.0,25,0
505,58,Hu Tieu,95000.0,54,0
506,145,Pizza Hai San,50000.0,38,0
507,110,Ca Phe Sua Da,40000.0,30,0
508,28,Hu Tieu,115000.0,41,0
509,178,Banh Moouse,50000.0,97,0
510,48,Mi Cay,70000.0,58,0
511,45,Bun Cha,55000.0,43,0
512,124,Trai Cay Tuoi,145000.0,57,0
513,156,Sam Bo Luong,85000.0,50,0
514,158,Banh Trang Tron,50000.0,83,0
515,162,Pho Bo,45000.0,23,0
516,114,Banh Moouse,60000.0,76,0
517,176,Sua Chua,130000.0,99,0
518,35,Banh Moouse,95000.0,52,0
519,141,Trai Cay Tuoi,150000.0,76,0
520,16,Pho Bo,110000.0,68,0
521,30,Banh Mi Dac Biet,90000.0,47,0
522,32,Tra Sua Tran Chau,120000.0,31,0
523,126,Ca Phe Sua Da,85000.0,85,0
524,197,Che Thap Cam,140000.0,67,0
525,103,Banh Mi Dac Biet,75000.0,80,0
526,181,Sua Chua,105000.0,55,0
527,111,Banh Moouse,105000.0,76,0
528,179,Pizza Hai San,115000.0,61,0
529,172,Che Thap Cam,45000.0,64,0
530,178,Trai Cay Tuoi,135000.0,95,0
531,111,Com Tam Suon Nuong,150000.0,28,0
532,146,Trai Cay Tuoi,105000.0,82,0
533,164,Mi Cay,50000.0,59,0
534,56,Che Thap Cam,110000.0,24,0
535,104,Bun Cha,55000.0,96,0
536,34,Mi Cay,145000.0,55,0
537,33,Tra Sua Tran Chau,90000.0,58,0
538,56,Sam Bo Luong,45000.0,21,0
539,161,Ga Ran,145000.0,49,0
540,188,Ca Phe Sua Da,145000.0,77,0
541,155,Ga Ran,135000.0,24,0
542,58,Sua Chua,120000.0,73,0
543,116,Che Thap Cam,55000.0,27,0
544,80,Pho Bo,110000.0,88,0
545,83,Mi Cay,100000.0,96,0
546,7,Goi Cuon,105000.0,22,0
547,128,Mi Cay,85000.0,87,0
548,103,Sua Chua,65000.0,72,0
549,88,Sam Bo Luong,120000.0,28,0
550,78,Trai Cay Tuoi,120000.0,95,0
551,15,Tra Sua Tran Chau,55000.0,65,0
552,66,Banh Mi Dac Biet,35000.0,98,0
553,156,Tra Sua Tran Chau,65000.0,86,0
554,129,Pho Bo,95000.0,54,0
555,136,Trai Cay Tuoi,35000.0,51,0
556,120,Banh Mi Dac Biet,115000.0,87,0
557,182,Tiramisu Cake,40000.0,58,0
558,113,Ca Phe Sua Da,95000.0,46,0
559,12,Mi Cay,70000.0,87,0
560,122,Bun Cha,120000.0,26,0
561,49,Sua Chua,135000.0,65,0
562,164,Ca Phe Sua Da,55000.0,57,0
563,20,Goi Cuon,40000.0,56,0
564,98,Tra Sua Tran Chau,120000.0,62,0
565,147,Goi Cuon,140000.0,39,0
566,93,Pizza Hai San,75000.0,89,0
567,137,Banh Moouse,75000.0,49,0
568,54,Sua Chua,50000.0,68,0
569,189,Tiramisu Cake,145000.0,37,0
570,196,Bun Cha,85000.0,34,0
571,98,Pho Bo,120000.0,91,0
572,177,Banh Trang Tron,75000.0,80,0
573,113,Ca Phe Sua Da,140000.0,54,0
574,56,Banh Moouse,55000.0,86,0
575,176,Banh Mi Dac Biet,60000.0,81,0
576,145,Tiramisu Cake,135000.0,52,0
577,94,Che Thap Cam,125000.0,68,0
578,164,Ca Phe Sua Da,90000.0,23,0
579,139,Trai Cay Tuoi,85000.0,95,0
580,97,Tra Sua Tran Chau,145000.0,83,0
581,172,Pho Bo,35000.0,43,0
582,22,Hu Tieu,150000.0,88,0
583,118,Mi Cay,35000.0,77,0
584,104,Pho Bo,95000.0,62,0
585,86,Sam Bo Luong,70000.0,20,0
586,7,Sam Bo Luong,105000.0,27,0
587,166,Banh Trang Tron,80000.0,88,0
588,191,Tiramisu Cake,65000.0,73,0
589,170,Ga Ran,50000.0,91,0
590,17,Bun Cha,105000.0,50,0
591,198,Ca Phe Sua Da,135000.0,41,0
592,6,Tra Sua Tran Chau,130000.0,22,0
593,18,Ga Ran,115000.0,57,0
594,196,Mi Cay,75000.0,33,0
595,78,Banh Moouse,60000.0,43,0
596,53,Ga Ran,75000.0,24,0
597,21,Sam Bo Luong,140000.0,57,0
598,79,Ga Ran,100000.0,42,0
599,158,Tiramisu Cake,150000.0,72,0
600,55,Bun Cha,95000.0,80,0
601,5,Mi Cay,135000.0,70,0
602,116,Sua Chua,60000.0,46,0
603,30,Ca Phe Sua Da,30000.0,59,0
604,74,Tra Sua Tran Chau,130000.0,82,0
605,66,Com Tam Suon Nuong,70000.0,74,0
606,171,Com Tam Suon Nuong,75000.0,66,0
607,152,Pizza Hai San,115000.0,94,0
608,79,Bun Cha,135000.0,32,0
609,141,Sua Chua,135000.0,79,0
610,173,Banh Trang Tron,60000.0,23,0
611,91,Che Thap Cam,135000.0,28,0
612,151,Trai Cay Tuoi,125000.0,28,0
613,93,Goi Cuon,50000.0,81,0
614,42,Banh Trang Tron,50000.0,47,0
615,169,Ca Phe Sua Da,100000.0,32,0
616,131,Ga Ran,50000.0,57,0
617,92,Hu Tieu,110000.0,89,0
618,18,Hu Tieu,150000.0,46,0
619,73,Trai Cay Tuoi,115000.0,99,0
620,170,Tiramisu Cake,125000.0,58,0
621,186,Ca Phe Sua Da,65000.0,98,0
622,150,Pho Bo,40000.0,21,0
