order_id,customer_id,driver_id,total_price,payment_method,status,version
61,1326,228,975000.0,QR_CODE,DELIVERED,0
62,782,,195000.0,CASH,CANCELLED,0
63,131,248,530000.0,QR_CODE,CONFIRMED,0
64,1610,,200000.0,QR_CODE,PENDING,0
65,1133,17,550000.0,QR_CODE,CONFIRMED,0
66,465,173,420000.0,ONLINE_PAYMENT,DELIVERING,0
67,1579,271,270000.0,ONLINE_PAYMENT,DELIVERED,0
68,1801,,70000.0,QR_CODE,CANCELLED,0
69,1116,250,400000.0,CASH,DELIVERING,0
70,1214,22,200000.0,QR_CODE,DELIVERING,0
71,1856,285,250000.0,CASH,DELIVERED,0
72,893,,205000.0,ONLINE_PAYMENT,CANCELLED,0
73,292,,170000.0,ONLINE_PAYMENT,PENDING,0
74,370,,190000.0,QR_CODE,PENDING,0
75,1728,243,160000.0,CASH,DELIVERING,0
76,975,58,320000.0,CASH,CONFIRMED,0
77,1268,,625000.0,CASH,PENDING,0
78,1517,,465000.0,QR_CODE,CANCELLED,0
79,1899,202,165000.0,QR_CODE,DELIVERING,0
80,1753,78,390000.0,ONLINE_PAYMENT,DELIVERED,0
81,574,78,175000.0,ONLINE_PAYMENT,CONFIRMED,0
82,1535,,235000.0,ONLINE_PAYMENT,PENDING,0
83,926,42,720000.0,CASH,DELIVERING,0
84,1041,,250000.0,ONLINE_PAYMENT,CANCELLED,0
85,550,4,70000.0,QR_CODE,DELIVERING,0
86,1887,248,260000.0,QR_CODE,DELIVERED,0
87,137,209,400000.0,CASH,CONFIRMED,0
88,1644,291,250000.0,ONLINE_PAYMENT,DELIVERED,0
89,295,65,470000.0,CASH,CONFIRMED,0
90,83,,55000.0,CASH,PENDING,0
91,955,266,195000.0,ONLINE_PAYMENT,DELIVERING,0
92,1763,,615000.0,ONLINE_PAYMENT,PENDING,0
93,1557,255,40000.0,QR_CODE,DELIVERING,0
94,769,110,940000.0,ONLINE_PAYMENT,CONFIRMED,0
95,152,66,40000.0,QR_CODE,DELIVERING,0
96,40,54,90000.0,ONLINE_PAYMENT,DELIVERING,0
97,721,208,300000.0,QR_CODE,DELIVERING,0
98,1799,67,945000.0,QR_CODE,DELIVERING,0
99,470,16,120000.0,QR_CODE,DELIVERED,0
100,1302,218,570000.0,CASH,CONFIRMED,0
101,1284,240,190000.0,CASH,CONFIRMED,0
102,721,,455000.0,ONLINE_PAYMENT,CANCELLED,0
103,813,250,70000.0,CASH,DELIVERED,0
104,1520,187,270000.0,ONLINE_PAYMENT,DELIVERING,0
105,1561,119,265000.0,ONLINE_PAYMENT,DELIVERED,0
106,801,,290000.0,ONLINE_PAYMENT,CANCELLED,0
107,1504,25,345000.0,CASH,DELIVERING,0
108,1419,,240000.0,QR_CODE,CANCELLED,0
109,919,43,300000.0,ONLINE_PAYMENT,CONFIRMED,0
110,939,183,125000.0,QR_CODE,DELIVERED,0
111,1619,262,525000.0,CASH,CONFIRMED,0
112,88,133,500000.0,ONLINE_PAYMENT,DELIVERED,0
113,1468,50,300000.0,CASH,DELIVERED,0
114,433,241,210000.0,CASH,DELIVERING,0
115,1936,187,300000.0,ONLINE_PAYMENT,DELIVERING,0
116,1393,,400000.0,CASH,PENDING,0
117,1155,,55000.0,ONLINE_PAYMENT,PENDING,0
118,4,,225000.0,CASH,PENDING,0
119,407,,100000.0,QR_CODE,PENDING,0
120,161,,30000.0,CASH,PENDING,0
121,538,263,170000.0,ONLINE_PAYMENT,CONFIRMED,0
122,1111,,150000.0,ONLINE_PAYMENT,PENDING,0
123,1230,279,550000.0,CASH,CONFIRMED,0
124,264,36,360000.0,CASH,DELIVERING,0
125,274,,300000.0,QR_CODE,PENDING,0
126,1979,116,80000.0,CASH,DELIVERING,0
127,1581,58,580000.0,QR_CODE,CONFIRMED,0
128,1679,185,455000.0,CASH,CONFIRMED,0
129,143,,145000.0,ONLINE_PAYMENT,CANCELLED,0
130,996,176,420000.0,ONLINE_PAYMENT,DELIVERED,0
131,689,,130000.0,CASH,CANCELLED,0
132,545,,810000.0,QR_CODE,CANCELLED,0
133,621,292,330000.0,CASH,DELIVERING,0
134,1360,71,675000.0,ONLINE_PAYMENT,CONFIRMED,0
135,1815,111,605000.0,CASH,CONFIRMED,0
136,217,,220000.0,ONLINE_PAYMENT,PENDING,0
137,1597,70,295000.0,ONLINE_PAYMENT,CONFIRMED,0
138,1692,226,900000.0,QR_CODE,DELIVERING,0
139,1556,30,135000.0,QR_CODE,CONFIRMED,0
140,101,239,420000.0,ONLINE_PAYMENT,CONFIRMED,0
141,576,,145000.0,ONLINE_PAYMENT,CANCELLED,0
142,1727,,190000.0,CASH,CANCELLED,0
143,1423,,105000.0,CASH,CANCELLED,0
144,640,,565000.0,QR_CODE,CANCELLED,0
145,1803,,405000.0,ONLINE_PAYMENT,CANCELLED,0
146,991,,130000.0,ONLINE_PAYMENT,PENDING,0
147,1978,195,105000.0,CASH,DELIVERING,0
148,1738,231,245000.0,ONLINE_PAYMENT,DELIVERED,0
149,1317,236,405000.0,ONLINE_PAYMENT,CONFIRMED,0
150,1856,,260000.0,ONLINE_PAYMENT,CANCELLED,0
151,823,,135000.0,ONLINE_PAYMENT,CANCELLED,0
152,734,,410000.0,CASH,PENDING,0
153,1171,,75000.0,CASH,PENDING,0
154,458,,465000.0,ONLINE_PAYMENT,PENDING,0
155,1804,143,560000.0,QR_CODE,CONFIRMED,0
156,697,,80000.0,ONLINE_PAYMENT,CANCELLED,0
157,885,,380000.0,QR_CODE,PENDING,0
158,990,89,105000.0,ONLINE_PAYMENT,CONFIRMED,0
159,1708,190,795000.0,ONLINE_PAYMENT,DELIVERING,0
160,1521,39,140000.0,ONLINE_PAYMENT,CONFIRMED,0
161,1508,33,395000.0,CASH,DELIVERING,0
162,307,,1155000.0,ONLINE_PAYMENT,CANCELLED,0
163,1994,,195000.0,ONLINE_PAYMENT,PENDING,0
164,915,29,80000.0,CASH,DELIVERING,0
165,821,43,180000.0,CASH,DELIVERED,0
166,1101,287,345000.0,ONLINE_PAYMENT,CONFIRMED,0
167,1949,238,660000.0,QR_CODE,DELIVERING,0
168,554,,250000.0,QR_CODE,CANCELLED,0
169,346,,585000.0,ONLINE_PAYMENT,PENDING,0
170,322,,155000.0,CASH,PENDING,0
171,1568,153,280000.0,ONLINE_PAYMENT,DELIVERING,0
172,1399,176,85000.0,QR_CODE,CONFIRMED,0
173,401,94,590000.0,CASH,DELIVERED,0
174,1992,,115000.0,QR_CODE,CANCELLED,0
175,1099,278,255000.0,ONLINE_PAYMENT,DELIVERED,0
176,1568,206,230000.0,CASH,CONFIRMED,0
177,1224,,440000.0,QR_CODE,CANCELLED,0
178,1051,,295000.0,CASH,PENDING,0
179,1429,130,60000.0,ONLINE_PAYMENT,CONFIRMED,0
180,1774,135,150000.0,CASH,CONFIRMED,0
181,1771,290,70000.0,ONLINE_PAYMENT,DELIVERING,0
182,726,,270000.0,CASH,PENDING,0
183,381,158,120000.0,CASH,DELIVERED,0
184,1713,,470000.0,ONLINE_PAYMENT,CANCELLED,0
185,495,25,445000.0,ONLINE_PAYMENT,DELIVERING,0
186,1319,225,115000.0,ONLINE_PAYMENT,DELIVERING,0
187,546,,330000.0,QR_CODE,CANCELLED,0
188,378,132,185000.0,CASH,DELIVERING,0
189,1837,,120000.0,QR_CODE,PENDING,0
190,580,211,645000.0,ONLINE_PAYMENT,CONFIRMED,0
191,1762,172,140000.0,QR_CODE,DELIVERED,0
192,695,,495000.0,CASH,CANCELLED,0
193,1043,230,630000.0,ONLINE_PAYMENT,DELIVERING,0
194,921,,175000.0,QR_CODE,PENDING,0
195,944,191,135000.0,QR_CODE,CONFIRMED,0
196,1313,158,660000.0,CASH,CONFIRMED,0
197,233,,320000.0,QR_CODE,CANCELLED,0
198,138,115,395000.0,ONLINE_PAYMENT,DELIVERING,0
199,953,,215000.0,CASH,CANCELLED,0
200,191,251,80000.0,ONLINE_PAYMENT,DELIVERING,0
201,1249,219,790000.0,ONLINE_PAYMENT,DELIVERED,0
202,347,62,115000.0,ONLINE_PAYMENT,DELIVERING,0
203,1471,28,365000.0,ONLINE_PAYMENT,DELIVERING,0
204,488,,100000.0,QR_CODE,CANCELLED,0
205,1088,271,530000.0,QR_CODE,DELIVERED,0
206,1083,,150000.0,CASH,PENDING,0
207,1940,15,415000.0,CASH,CONFIRMED,0
208,934,27,160000.0,CASH,CONFIRMED,0
209,1733,293,100000.0,CASH,CONFIRMED,0
210,673,248,455000.0,CASH,DELIVERING,0
211,981,221,220000.0,ONLINE_PAYMENT,CONFIRMED,0
212,1197,59,505000.0,ONLINE_PAYMENT,DELIVERING,0
213,814,228,260000.0,CASH,DELIVERING,0
214,117,,170000.0,ONLINE_PAYMENT,PENDING,0
215,1180,,375000.0,ONLINE_PAYMENT,PENDING,0
216,785,,495000.0,CASH,PENDING,0
217,468,,425000.0,ONLINE_PAYMENT,PENDING,0
218,730,,160000.0,ONLINE_PAYMENT,CANCELLED,0
219,512,109,340000.0,QR_CODE,DELIVERING,0
220,726,,270000.0,CASH,PENDING,0
221,808,77,175000.0,CASH,CONFIRMED,0
222,801,33,345000.0,QR_CODE,DELIVERING,0
223,1254,27,710000.0,CASH,DELIVERING,0
224,820,299,235000.0,QR_CODE,DELIVERING,0
225,444,59,160000.0,ONLINE_PAYMENT,DELIVERING,0
226,1168,,125000.0,QR_CODE,PENDING,0
227,1954,128,435000.0,QR_CODE,DELIVERING,0
228,652,,435000.0,QR_CODE,CANCELLED,0
229,644,53,60000.0,CASH,CONFIRMED,0
230,233,,120000.0,ONLINE_PAYMENT,CANCELLED,0
231,834,67,960000.0,QR_CODE,CONFIRMED,0
232,1949,15,855000.0,QR_CODE,DELIVERING,0
233,657,,420000.0,CASH,CANCELLED,0
234,1119,39,120000.0,CASH,DELIVERING,0
235,567,34,340000.0,ONLINE_PAYMENT,DELIVERING,0
236,1891,,555000.0,ONLINE_PAYMENT,PENDING,0
237,413,,340000.0,ONLINE_PAYMENT,CANCELLED,0
238,315,,105000.0,QR_CODE,CANCELLED,0
239,374,,160000.0,CASH,PENDING,0
240,1012,121,505000.0,QR_CODE,CONFIRMED,0
241,709,,220000.0,ONLINE_PAYMENT,CANCELLED,0
242,297,,555000.0,ONLINE_PAYMENT,CANCELLED,0
243,144,240,150000.0,ONLINE_PAYMENT,DELIVERED,0
244,308,,145000.0,ONLINE_PAYMENT,PENDING,0
245,1221,51,30000.0,QR_CODE,CONFIRMED,0
246,1874,179,795000.0,CASH,DELIVERED,0
247,462,,120000.0,QR_CODE,PENDING,0
248,1070,189,210000.0,ONLINE_PAYMENT,DELIVERED,0
249,1515,,465000.0,CASH,PENDING,0
250,685,36,155000.0,QR_CODE,DELIVERED,0
251,497,,180000.0,ONLINE_PAYMENT,PENDING,0
252,1462,,200000.0,CASH,CANCELLED,0
253,1178,144,390000.0,ONLINE_PAYMENT,DELIVERED,0
254,337,284,130000.0,CASH,DELIVERING,0
255,1118,216,815000.0,CASH,DELIVERING,0
256,1916,48,580000.0,ONLINE_PAYMENT,CONFIRMED,0
257,101,230,430000.0,CASH,DELIVERING,0
258,1737,148,290000.0,ONLINE_PAYMENT,CONFIRMED,0
259,108,21,300000.0,CASH,DELIVERED,0
260,1217,206,70000.0,ONLINE_PAYMENT,CONFIRMED,0
261,1175,281,360000.0,QR_CODE,DELIVERING,0
262,1052,262,385000.0,QR_CODE,CONFIRMED,0
263,1296,17,715000.0,CASH,CONFIRMED,0
264,1080,208,280000.0,ONLINE_PAYMENT,DELIVERING,0
265,245,198,230000.0,ONLINE_PAYMENT,DELIVERING,0
266,376,125,585000.0,QR_CODE,CONFIRMED,0
267,944,249,135000.0,QR_CODE,CONFIRMED,0
268,497,264,315000.0,ONLINE_PAYMENT,DELIVERED,0
269,1402,265,610000.0,QR_CODE,DELIVERING,0
270,157,,550000.0,CASH,CANCELLED,0
271,1036,65,90000.0,CASH,DELIVERING,0
272,9,42,340000.0,ONLINE_PAYMENT,DELIVERING,0
273,695,51,290000.0,CASH,DELIVERING,0
274,1552,290,650000.0,QR_CODE,DELIVERING,0
275,608,212,755000.0,CASH,DELIVERED,0
276,823,258,230000.0,QR_CODE,CONFIRMED,0
277,1259,241,100000.0,CASH,DELIVERED,0
278,1960,259,470000.0,CASH,DELIVERING,0
279,1680,156,30000.0,QR_CODE,CONFIRMED,0
280,379,,870000.0,ONLINE_PAYMENT,CANCELLED,0
281,1282,,200000.0,CASH,PENDING,0
282,95,,500000.0,CASH,CANCELLED,0
283,1605,271,270000.0,CASH,DELIVERED,0
284,43,122,330000.0,ONLINE_PAYMENT,DELIVERED,0
285,1783,181,740000.0,CASH,DELIVERING,0
286,1293,62,420000.0,QR_CODE,CONFIRMED,0
287,775,255,400000.0,ONLINE_PAYMENT,DELIVERED,0
288,1657,266,350000.0,CASH,CONFIRMED,0
289,1094,,415000.0,ONLINE_PAYMENT,PENDING,0
290,113,14,345000.0,CASH,CONFIRMED,0
291,174,,250000.0,ONLINE_PAYMENT,PENDING,0
292,757,,345000.0,ONLINE_PAYMENT,CANCELLED,0
293,1148,41,115000.0,ONLINE_PAYMENT,DELIVERING,0
294,1498,166,315000.0,ONLINE_PAYMENT,DELIVERED,0
295,1031,131,600000.0,QR_CODE,CONFIRMED,0
296,1301,49,190000.0,ONLINE_PAYMENT,CONFIRMED,0
297,275,,120000.0,QR_CODE,PENDING,0
298,1923,266,270000.0,CASH,DELIVERED,0
299,1761,,300000.0,QR_CODE,PENDING,0
300,855,,360000.0,ONLINE_PAYMENT,CANCELLED,0
301,216,154,405000.0,ONLINE_PAYMENT,CONFIRMED,0
302,1976,,60000.0,QR_CODE,PENDING,0
303,1474,,345000.0,CASH,CANCELLED,0
304,59,145,370000.0,QR_CODE,CONFIRMED,0
305,312,,105000.0,CASH,PENDING,0
306,293,263,150000.0,ONLINE_PAYMENT,DELIVERING,0
307,1181,119,400000.0,ONLINE_PAYMENT,DELIVERING,0
308,1551,,80000.0,QR_CODE,PENDING,0
309,520,84,280000.0,QR_CODE,DELIVERING,0
310,89,,50000.0,CASH,PENDING,0
311,935,,420000.0,ONLINE_PAYMENT,CANCELLED,0
312,1898,,120000.0,ONLINE_PAYMENT,PENDING,0
313,697,114,475000.0,CASH,CONFIRMED,0
314,764,74,400000.0,CASH,CONFIRMED,0
315,1585,87,145000.0,CASH,DELIVERED,0
316,1286,,100000.0,QR_CODE,PENDING,0
317,698,,520000.0,ONLINE_PAYMENT,PENDING,0
318,1908,234,70000.0,QR_CODE,DELIVERING,0
319,1647,,275000.0,QR_CODE,PENDING,0
320,1797,,450000.0,QR_CODE,CANCELLED,0
321,842,,1050000.0,CASH,CANCELLED,0
322,985,123,940000.0,QR_CODE,DELIVERING,0
323,35,,630000.0,CASH,CANCELLED,0
324,1580,,340000.0,ONLINE_PAYMENT,CANCELLED,0
325,1179,177,75000.0,QR_CODE,DELIVERING,0
326,884,37,300000.0,QR_CODE,DELIVERING,0
327,931,38,525000.0,CASH,DELIVERED,0
328,998,11,785000.0,ONLINE_PAYMENT,DELIVERED,0
329,244,199,410000.0,QR_CODE,CONFIRMED,0
330,1138,,1065000.0,QR_CODE,PENDING,0
331,248,243,165000.0,QR_CODE,CONFIRMED,0
332,982,,460000.0,CASH,PENDING,0
333,407,,250000.0,CASH,CANCELLED,0
334,1718,,165000.0,ONLINE_PAYMENT,PENDING,0
335,1388,51,410000.0,QR_CODE,DELIVERED,0
336,275,25,420000.0,ONLINE_PAYMENT,CONFIRMED,0
337,934,,660000.0,CASH,PENDING,0
338,1008,114,175000.0,QR_CODE,CONFIRMED,0
339,1882,169,165000.0,CASH,CONFIRMED,0
340,1487,,250000.0,ONLINE_PAYMENT,PENDING,0
341,1399,,425000.0,ONLINE_PAYMENT,CANCELLED,0
342,1100,,505000.0,ONLINE_PAYMENT,PENDING,0
343,1756,,665000.0,CASH,CANCELLED,0
344,113,237,305000.0,QR_CODE,DELIVERING,0
345,1536,,375000.0,ONLINE_PAYMENT,PENDING,0
346,1614,,895000.0,CASH,PENDING,0
347,381,139,555000.0,QR_CODE,DELIVERING,0
348,1102,,140000.0,QR_CODE,PENDING,0
349,597,130,470000.0,ONLINE_PAYMENT,DELIVERED,0
350,831,207,645000.0,CASH,DELIVERED,0
351,1324,,370000.0,QR_CODE,PENDING,0
352,1330,113,720000.0,CASH,DELIVERING,0
353,1242,282,210000.0,ONLINE_PAYMENT,DELIVERED,0
354,1765,70,65000.0,CASH,CONFIRMED,0
355,459,256,640000.0,CASH,DELIVERED,0
356,466,52,585000.0,ONLINE_PAYMENT,DELIVERED,0
357,1129,235,300000.0,QR_CODE,DELIVERING,0
358,1128,260,175000.0,QR_CODE,DELIVERED,0
359,1229,,195000.0,ONLINE_PAYMENT,PENDING,0
360,1692,172,495000.0,CASH,DELIVERING,0
361,1378,140,250000.0,CASH,DELIVERING,0
362,382,,600000.0,QR_CODE,CANCELLED,0
363,1216,240,480000.0,QR_CODE,CONFIRMED,0
364,1522,,130000.0,ONLINE_PAYMENT,CANCELLED,0
365,1448,207,475000.0,ONLINE_PAYMENT,DELIVERING,0
366,730,,55000.0,QR_CODE,PENDING,0
367,194,,330000.0,ONLINE_PAYMENT,CANCELLED,0
368,974,,435000.0,ONLINE_PAYMENT,PENDING,0
369,705,290,275000.0,QR_CODE,CONFIRMED,0
370,1770,159,175000.0,ONLINE_PAYMENT,CONFIRMED,0
371,279,185,80000.0,QR_CODE,CONFIRMED,0
372,247,,435000.0,CASH,PENDING,0
373,865,172,485000.0,CASH,CONFIRMED,0
374,1067,,260000.0,QR_CODE,CANCELLED,0
375,940,9,270000.0,CASH,CONFIRMED,0
376,1682,,260000.0,ONLINE_PAYMENT,CANCELLED,0
377,906,50,265000.0,ONLINE_PAYMENT,DELIVERING,0
378,1326,,600000.0,QR_CODE,CANCELLED,0
379,1831,162,465000.0,CASH,CONFIRMED,0
380,876,,525000.0,QR_CODE,PENDING,0
381,723,,230000.0,QR_CODE,PENDING,0
382,944,160,300000.0,QR_CODE,CONFIRMED,0
383,1868,12,445000.0,CASH,CONFIRMED,0
384,1288,94,400000.0,ONLINE_PAYMENT,DELIVERED,0
385,432,195,375000.0,CASH,DELIVERED,0
386,1365,33,200000.0,CASH,DELIVERED,0
387,982,108,720000.0,CASH,DELIVERED,0
388,1827,102,740000.0,CASH,CONFIRMED,0
389,1172,283,775000.0,CASH,CONFIRMED,0
390,577,,700000.0,CASH,PENDING,0
391,729,,230000.0,CASH,PENDING,0
392,1022,,265000.0,ONLINE_PAYMENT,PENDING,0
393,1873,164,620000.0,ONLINE_PAYMENT,DELIVERED,0
394,939,90,615000.0,QR_CODE,CONFIRMED,0
395,335,21,375000.0,ONLINE_PAYMENT,DELIVERING,0
396,607,,705000.0,QR_CODE,PENDING,0
397,163,140,340000.0,CASH,CONFIRMED,0
398,1265,166,340000.0,QR_CODE,CONFIRMED,0
399,1292,188,415000.0,ONLINE_PAYMENT,CONFIRMED,0
400,1171,52,90000.0,ONLINE_PAYMENT,DELIVERING,0
401,697,246,570000.0,QR_CODE,DELIVERING,0
402,137,,300000.0,QR_CODE,PENDING,0
403,669,,950000.0,CASH,CANCELLED,0
404,935,93,330000.0,QR_CODE,DELIVERED,0
405,1084,,65000.0,QR_CODE,CANCELLED,0
406,440,,350000.0,QR_CODE,CANCELLED,0
407,1377,174,430000.0,CASH,DELIVERED,0
408,972,,565000.0,CASH,PENDING,0
409,1843,45,920000.0,QR_CODE,CONFIRMED,0
410,846,46,175000.0,ONLINE_PAYMENT,DELIVERING,0
411,1708,206,595000.0,CASH,CONFIRMED,0
412,1919,,240000.0,ONLINE_PAYMENT,CANCELLED,0
413,13,,365000.0,ONLINE_PAYMENT,PENDING,0
414,1404,,265000.0,QR_CODE,CANCELLED,0
415,1490,,850000.0,ONLINE_PAYMENT,CANCELLED,0
416,551,39,315000.0,QR_CODE,DELIVERED,0
417,1071,21,305000.0,QR_CODE,CONFIRMED,0
418,845,288,130000.0,ONLINE_PAYMENT,DELIVERING,0
419,1421,115,230000.0,CASH,DELIVERING,0
420,1867,295,525000.0,QR_CODE,CONFIRMED,0
421,943,221,295000.0,ONLINE_PAYMENT,DELIVERING,0
422,1169,139,420000.0,CASH,DELIVERING,0
423,294,7,530000.0,ONLINE_PAYMENT,DELIVERING,0
424,1454,181,330000.0,CASH,DELIVERED,0
425,1962,62,430000.0,CASH,DELIVERING,0
426,1049,,260000.0,QR_CODE,CANCELLED,0
427,76,175,485000.0,QR_CODE,CONFIRMED,0
428,1810,191,155000.0,QR_CODE,DELIVERING,0
429,521,162,485000.0,CASH,DELIVERED,0
430,616,168,470000.0,QR_CODE,DELIVERED,0
431,1309,,455000.0,ONLINE_PAYMENT,CANCELLED,0
432,913,,555000.0,CASH,PENDING,0
433,1378,,60000.0,QR_CODE,PENDING,0
434,1708,204,225000.0,ONLINE_PAYMENT,CONFIRMED,0
435,1476,,120000.0,QR_CODE,PENDING,0
436,1455,227,100000.0,CASH,CONFIRMED,0
437,1866,188,300000.0,QR_CODE,CONFIRMED,0
438,1634,,200000.0,QR_CODE,CANCELLED,0
439,925,,465000.0,ONLINE_PAYMENT,PENDING,0
440,1405,241,230000.0,QR_CODE,DELIVERED,0
441,1421,145,975000.0,CASH,DELIVERING,0
442,1208,199,130000.0,QR_CODE,DELIVERED,0
443,1072,,960000.0,ONLINE_PAYMENT,PENDING,0
444,804,226,90000.0,ONLINE_PAYMENT,CONFIRMED,0
445,538,114,310000.0,CASH,DELIVERING,0
446,1594,,215000.0,ONLINE_PAYMENT,PENDING,0
447,1358,,125000.0,QR_CODE,CANCELLED,0
448,1008,107,240000.0,QR_CODE,DELIVERING,0
449,6,,370000.0,QR_CODE,CANCELLED,0
450,1478,133,350000.0,CASH,CONFIRMED,0
451,506,27,915000.0,CASH,DELIVERED,0
452,625,,250000.0,ONLINE_PAYMENT,CANCELLED,0
453,1146,,730000.0,CASH,CANCELLED,0
454,1162,142,260000.0,ONLINE_PAYMENT,CONFIRMED,0
455,1324,,590000.0,CASH,PENDING,0
456,1165,,70000.0,ONLINE_PAYMENT,PENDING,0
457,1965,158,85000.0,QR_CODE,CONFIRMED,0
458,222,31,250000.0,CASH,DELIVERING,0
459,1447,215,170000.0,QR_CODE,CONFIRMED,0
460,1624,,710000.0,QR_CODE,PENDING,0
461,626,198,200000.0,CASH,DELIVERING,0
462,801,,55000.0,ONLINE_PAYMENT,CANCELLED,0
463,1235,37,75000.0,CASH,DELIVERED,0
464,1340,98,630000.0,QR_CODE,CONFIRMED,0
465,214,72,915000.0,QR_CODE,CONFIRMED,0
466,1159,,130000.0,CASH,CANCELLED,0
467,1443,,915000.0,CASH,PENDING,0
468,681,64,630000.0,ONLINE_PAYMENT,DELIVERED,0
469,1018,,150000.0,QR_CODE,PENDING,0
470,601,295,135000.0,ONLINE_PAYMENT,DELIVERED,0
471,551,194,390000.0,ONLINE_PAYMENT,DELIVERING,0
472,265,102,830000.0,CASH,CONFIRMED,0
473,1089,271,45000.0,QR_CODE,DELIVERING,0
474,602,,505000.0,CASH,CANCELLED,0
475,156,182,510000.0,QR_CODE,DELIVERING,0
476,733,172,185000.0,ONLINE_PAYMENT,CONFIRMED,0
477,631,47,585000.0,CASH,CONFIRMED,0
478,1585,,470000.0,QR_CODE,CANCELLED,0
479,1987,18,790000.0,CASH,CONFIRMED,0
480,603,,370000.0,CASH,CANCELLED,0
481,86,190,720000.0,QR_CODE,DELIVERED,0
482,1784,,885000.0,CASH,PENDING,0
483,39,,390000.0,QR_CODE,CANCELLED,0
484,1002,,240000.0,QR_CODE,CANCELLED,0
485,817,,225000.0,QR_CODE,CANCELLED,0
486,322,,290000.0,ONLINE_PAYMENT,CANCELLED,0
487,1464,240,120000.0,ONLINE_PAYMENT,DELIVERED,0
488,262,108,520000.0,CASH,DELIVERING,0
489,1490,,250000.0,ONLINE_PAYMENT,CANCELLED,0
490,626,81,910000.0,QR_CODE,CONFIRMED,0
491,1463,243,90000.0,ONLINE_PAYMENT,DELIVERED,0
492,1503,,440000.0,CASH,PENDING,0
493,813,247,180000.0,CASH,CONFIRMED,0
494,16,191,325000.0,CASH,DELIVERED,0
495,1437,,145000.0,QR_CODE,PENDING,0
496,64,76,380000.0,QR_CODE,DELIVERED,0
497,987,,300000.0,ONLINE_PAYMENT,CANCELLED,0
498,538,,780000.0,QR_CODE,CANCELLED,0
499,1886,227,120000.0,QR_CODE,DELIVERED,0
