delivery_route_id,order_id,distance_km,estimated_time_min
323,323,9.31,27
324,324,5.95,18
325,325,7.96,25
326,326,9.15,27
327,327,14.58,47
328,328,4.18,14
329,329,7.57,26
330,330,8.99,30
331,331,14.72,46
332,332,1.83,5
333,333,10.01,30
334,334,4.78,14
335,335,9.99,29
336,336,5.16,18
337,337,7.52,24
338,338,13.45,42
339,339,3.91,12
340,340,3.56,14
341,341,2.02,10
342,342,14.14,43
343,343,10.66,34
344,344,2.00,7
345,345,7.42,22
346,346,7.73,25
347,347,10.69,34
348,348,7.37,25
349,349,12.07,38
350,350,10.18,31
351,351,10.01,31
352,352,9.95,29
353,353,6.30,19
354,354,1.42,4
355,355,7.83,27
356,356,5.53,16
357,357,12.02,40
358,358,10.80,36
359,359,10.77,35
360,360,6.11,21
361,361,8.45,27
362,362,2.90,12
363,363,6.14,22
364,364,6.00,18
365,365,10.48,33
366,366,12.13,39
367,367,6.52,19
368,368,13.01,41
369,369,2.56,8
370,370,10.22,33
371,371,4.38,16
372,372,10.32,34
373,373,4.60,15
374,374,3.87,11
375,375,5.40,19
376,376,13.00,38
377,377,11.92,38
378,378,9.34,28
379,379,14.97,48
380,380,8.04,25
381,381,12.23,39
382,382,7.43,25
383,383,8.33,25
384,384,9.23,30
385,385,5.77,18
386,386,10.39,34
387,387,10.60,33
388,388,13.93,45
389,389,4.92,16
390,390,5.30,17
391,391,5.22,16
392,392,11.07,35
393,393,7.83,24
394,394,2.11,8
395,395,8.72,30
396,396,6.83,21
397,397,14.51,47
398,398,9.13,29
399,399,3.50,10
400,400,3.58,13
401,401,13.26,42
402,402,5.19,17
403,403,6.50,22
404,404,14.24,43
405,405,14.06,46
406,406,4.08,14
407,407,1.16,5
408,408,14.34,43
409,409,11.24,36
410,410,7.35,24
411,411,9.83,30
412,412,12.20,36
413,413,13.01,40
414,414,13.03,43
415,415,1.56,6
416,416,10.23,32
417,417,14.44,46
418,418,13.32,40
419,419,8.70,27
420,420,10.97,33
421,421,7.43,22
422,422,3.49,10
423,423,3.49,14
424,424,5.00,19
425,425,1.81,9
426,426,2.60,11
427,427,11.50,35
428,428,1.63,4
429,429,13.95,42
430,430,7.50,23
431,431,10.61,35
432,432,8.80,30
433,433,3.36,14
434,434,4.88,15
435,435,8.54,29
436,436,2.64,7
437,437,10.68,35
438,438,2.86,11
439,439,8.97,29
440,440,7.09,25
441,441,2.80,9
442,442,10.81,36
443,443,9.04,31
444,444,9.51,29
445,445,7.96,23
446,446,9.52,28
447,447,11.02,34
448,448,6.91,23
449,449,11.11,36
450,450,4.03,12
451,451,5.01,18
452,452,1.53,6
453,453,9.24,27
454,454,14.87,44
455,455,4.45,16
456,456,1.97,5
457,457,6.17,20
458,458,7.15,24
459,459,10.70,36
460,460,10.78,33
461,461,14.55,44
462,462,13.03,39
463,463,1.29,7
464,464,6.49,20
465,465,4.71,16
466,466,14.50,47
467,467,8.22,28
468,468,8.94,30
469,469,5.91,21
470,470,2.74,10
471,471,12.66,37
472,472,5.79,21
473,473,1.73,8
474,474,5.48,20
475,475,13.09,41
476,476,5.51,17
477,477,12.97,42
478,478,6.30,18
479,479,1.39,5
480,480,10.58,32
481,481,9.02,31
482,482,10.39,33
483,483,10.23,30
484,484,10.68,32
485,485,9.63,30
486,486,2.96,11
487,487,8.51,26
488,488,13.52,44
489,489,5.12,19
490,490,13.14,43
491,491,3.36,10
492,492,10.18,31
493,493,13.76,42
494,494,10.40,33
495,495,6.96,22
496,496,14.05,46
497,497,1.02,6
498,498,10.95,34
499,499,12.47,37
500,500,7.69,23
501,501,2.11,6
502,502,11.02,33
503,503,14.84,44
504,504,11.59,36
505,505,4.21,12
506,506,11.48,36
507,507,7.07,23
508,508,13.50,40
509,509,1.15,7
510,510,4.94,16
511,511,8.54,29
512,512,10.61,34
513,513,7.70,24
514,514,2.48,8
515,515,6.93,21
516,516,12.97,42
517,517,8.69,29
518,518,5.86,17
519,519,10.21,30
520,520,3.19,9
521,521,8.81,28
522,522,12.99,39
523,523,6.06,18
524,524,8.36,27
525,525,7.16,21
526,526,10.25,34
527,527,3.05,13
528,528,10.09,31
529,529,5.40,16
530,530,5.74,19
531,531,14.29,42
532,532,12.79,39
533,533,1.52,6
534,534,4.89,16
535,535,4.82,15
536,536,14.57,44
537,537,14.03,43
538,538,11.33,37
539,539,10.38,33
540,540,8.22,24
541,541,15.00,48
542,542,8.55,28
543,543,2.64,11
544,544,1.89,9
545,545,7.65,24
546,546,6.52,19
547,547,9.85,29
548,548,9.60,30
549,549,11.01,35
550,550,11.40,34
551,551,10.64,35
552,552,9.08,27
553,553,12.82,39
554,554,5.40,18
555,555,2.24,10
556,556,13.79,41
557,557,9.70,29
558,558,14.55,45
559,559,8.53,26
560,560,11.17,33
561,561,2.38,11
562,562,5.38,16
563,563,3.97,11
564,564,12.44,41
565,565,13.19,42
566,566,6.67,22
567,567,6.29,19
568,568,12.47,37
569,569,7.00,22
570,570,11.81,35
571,571,9.82,33
572,572,9.92,32
573,573,6.85,21
574,574,6.86,24
575,575,7.56,24
576,576,6.73,20
577,577,7.68,23
578,578,10.70,32
579,579,6.58,20
580,580,1.50,8
581,581,11.85,38
582,582,1.93,9
583,583,11.17,34
584,584,3.40,11
585,585,13.45,41
586,586,5.67,19
587,587,10.28,34
588,588,3.93,14
589,589,7.35,23
590,590,7.08,23
591,591,14.58,43
592,592,2.28,9
593,593,7.78,24
594,594,11.69,36
595,595,3.41,13
596,596,8.58,28
597,597,6.76,24
598,598,4.34,16
599,599,1.10,3
600,600,12.91,40
601,601,6.64,20
602,602,3.13,10
603,603,10.04,32
604,604,5.45,20
605,605,6.37,22
606,606,8.59,27
607,607,4.29,12
608,608,12.22,37
609,609,14.87,44
610,610,14.17,42
611,611,12.65,40
612,612,12.59,41
613,613,11.48,34
614,614,12.71,41
615,615,2.34,11
616,616,13.72,42
617,617,11.60,34
618,618,1.81,6
619,619,3.68,12
620,620,11.60,38
621,621,7.94,23
622,622,6.47,20
623,623,12.88,39
624,624,5.47,19
625,625,9.83,31
626,626,1.95,8
627,627,8.83,27
628,628,10.07,33
629,629,12.23,40
630,630,5.72,20
631,631,11.98,38
632,632,6.45,23
633,633,13.22,40
634,634,2.26,6
635,635,14.93,46
636,636,8.44,25
637,637,7.68,26
638,638,3.51,10
639,639,8.70,27
640,640,3.34,11
641,641,1.10,5
642,642,6.88,20
643,643,6.51,22
644,644,4.53,13
645,645,9.01,31
646,646,12.41,40
647,647,10.88,36
648,648,4.58,14
649,649,6.21,19
650,650,10.55,34
651,651,12.85,41
652,652,3.45,11
653,653,12.09,37
654,654,10.03,32
655,655,1.76,8
656,656,5.92,17
657,657,1.23,7
658,658,9.05,28
659,659,3.28,12
660,660,9.43,29
661,661,14.81,46
662,662,13.31,40
663,663,8.38,28
664,664,6.69,24
665,665,1.31,5
666,666,8.11,28
667,667,6.06,22
668,668,13.52,43
669,669,12.88,38
670,670,1.75,6
671,671,11.82,38
672,672,13.35,40
673,673,9.27,31
674,674,8.69,30
675,675,12.57,41
676,676,13.43,40
677,677,6.93,21
678,678,2.00,7
679,679,7.89,27
680,680,5.41,17
681,681,2.40,11
682,682,12.52,38
683,683,5.87,19
684,684,4.49,16
685,685,2.43,11
686,686,11.45,38
687,687,2.06,10
688,688,12.82,39
689,689,14.05,43
690,690,10.79,33
691,691,7.27,21
692,692,1.53,7
693,693,4.23,14
694,694,6.36,22
695,695,10.25,30
696,696,10.39,34
697,697,8.68,28
698,698,1.18,4
699,699,7.14,24
700,700,11.35,35
701,701,6.91,23
702,702,13.77,41
703,703,1.76,8
704,704,3.65,14
705,705,3.37,11
706,706,1.95,5
707,707,14.91,48
708,708,4.12,12
709,709,6.41,20
710,710,4.16,14
711,711,9.32,30
712,712,8.04,24
713,713,6.84,23
714,714,3.14,11
715,715,12.29,38
716,716,13.84,41
717,717,6.69,22
718,718,2.66,9
719,719,13.02,39
720,720,1.66,8
721,721,4.71,18
722,722,8.49,28
723,723,2.74,8
724,724,10.52,34
725,725,8.18,28
726,726,1.49,7
727,727,2.96,10
728,728,3.99,12
729,729,4.68,17
730,730,2.18,9
731,731,1.56,7
732,732,13.26,42
733,733,3.28,11
734,734,3.51,10
735,735,6.33,23
736,736,9.16,28
737,737,14.47,45
738,738,7.28,23
739,739,2.34,11
740,740,7.27,21
741,741,3.31,13
742,742,3.97,15
743,743,12.00,40
744,744,6.12,18
745,745,12.89,41
746,746,4.98,16
747,747,3.65,13
748,748,4.49,13
749,749,3.13,9
750,750,11.05,35
751,751,5.81,21
752,752,8.21,28
753,753,9.65,28
754,754,13.52,43
755,755,7.92,26
756,756,11.38,34
757,757,12.78,42
758,758,9.62,30
759,759,4.46,13
760,760,13.74,43
761,761,14.77,45
762,762,5.98,19
763,763,2.61,10
764,764,4.53,15
765,765,5.04,16
766,766,6.22,21
767,767,5.87,20
768,768,11.33,37
769,769,14.82,44
770,770,13.30,43
771,771,12.66,38
772,772,4.46,13
773,773,13.32,41
774,774,8.99,30
775,775,6.27,18
776,776,8.79,28
777,777,3.14,9
778,778,4.48,14
779,779,6.58,20
780,780,11.27,34
781,781,4.08,15
782,782,3.41,10
783,783,4.25,15
784,784,9.42,29
785,785,9.16,30
786,786,2.31,9
787,787,1.81,7
788,788,4.55,15
789,789,9.68,29
790,790,10.62,32
791,791,4.16,12
792,792,10.26,34
793,793,6.13,21
794,794,3.31,11
795,795,14.13,46
796,796,14.73,45
797,797,1.91,5
798,798,7.70,26
799,799,12.14,37
800,800,9.18,29
801,801,6.37,22
802,802,2.20,10
803,803,10.41,31
804,804,13.01,39
805,805,13.31,43
806,806,4.75,18
807,807,9.11,30
808,808,8.83,29
809,809,5.74,17
810,810,4.11,14
811,811,1.61,7
812,812,7.74,24
813,813,2.15,9
814,814,1.07,4
815,815,14.63,44
816,816,5.17,16
817,817,7.44,22
818,818,4.32,14
819,819,10.11,30
820,820,14.78,45
821,821,14.23,44
822,822,1.16,7
823,823,1.55,6
824,824,10.86,35
825,825,13.28,41
826,826,7.03,23
827,827,5.16,18
828,828,2.80,11
829,829,7.65,26
830,830,5.26,18
831,831,1.38,6
832,832,2.18,7
833,833,6.82,23
834,834,3.08,13
835,835,3.47,12
836,836,7.50,24
837,837,12.94,39
838,838,1.41,5
839,839,7.18,23
840,840,9.47,28
841,841,9.60,29
842,842,14.72,46
843,843,14.83,44
844,844,13.69,44
845,845,9.04,28
846,846,10.38,33
847,847,8.07,26
848,848,7.78,27
849,849,1.46,5
850,850,13.19,42
851,851,1.31,7
852,852,6.02,22
853,853,13.53,44
854,854,4.71,15
855,855,9.92,33
856,856,2.53,11
857,857,4.29,16
858,858,7.15,22
859,859,12.01,38
860,860,13.61,40
861,861,10.17,32
862,862,9.91,33
863,863,2.35,11
864,864,14.69,46
865,865,13.33,41
866,866,3.62,12
867,867,1.04,6
868,868,2.24,6
869,869,8.97,29
870,870,14.22,45
871,871,6.76,21
872,872,2.22,10
873,873,10.23,32
874,874,8.61,28
875,875,2.13,7
876,876,4.43,14
877,877,14.43,43
878,878,14.92,47
879,879,8.99,28
880,880,12.41,38
881,881,11.71,35
882,882,10.18,33
883,883,9.12,27
884,884,12.57,41
885,885,12.62,41
886,886,7.78,23
887,887,4.58,13
888,888,2.78,12
889,889,11.58,34
890,890,6.95,21
891,891,8.35,28
892,892,5.89,17
893,893,12.90,42
894,894,5.11,18
895,895,13.94,43
896,896,2.91,12
897,897,14.95,48
898,898,7.36,26
899,899,7.14,22
900,900,4.66,17
901,901,10.87,33
902,902,10.91,34
903,903,11.39,34
904,904,13.98,44
905,905,14.94,44
906,906,4.02,13
907,907,7.18,23
908,908,12.33,38
909,909,7.24,24
910,910,13.71,41
911,911,8.37,27
912,912,10.38,33
913,913,11.43,38
914,914,7.59,26
915,915,7.46,26
916,916,1.67,8
917,917,5.19,19
918,918,9.19,31
919,919,3.84,15
920,920,5.73,21
921,921,4.27,14
922,922,3.43,12
923,923,11.28,34
924,924,14.52,45
925,925,13.26,43
926,926,8.16,27
927,927,6.07,20
928,928,11.04,34
929,929,11.82,36
930,930,2.52,7
931,931,8.83,28
932,932,1.97,9
933,933,11.29,37
934,934,6.03,18
935,935,13.30,39
936,936,6.44,19
937,937,5.28,15
938,938,8.31,24
939,939,10.99,32
940,940,2.24,10
941,941,12.76,38
942,942,13.21,40
943,943,6.30,21
944,944,4.00,12
945,945,6.16,18
946,946,12.97,42
947,947,2.12,6
948,948,8.29,25
949,949,3.31,13
950,950,5.16,15
951,951,14.00,43
952,952,9.35,30
953,953,2.57,8
954,954,3.05,10
955,955,2.43,9
956,956,3.71,14
957,957,9.24,28
958,958,7.51,25
959,959,9.32,29
960,960,7.11,21
961,961,13.08,43
962,962,4.89,17
963,963,12.28,40
964,964,9.51,32
965,965,3.96,14
966,966,14.86,45
967,967,6.43,21
968,968,5.72,20
969,969,12.98,38
970,970,5.85,20
971,971,4.71,15
972,972,8.46,28
973,973,12.19,37
974,974,8.62,27
975,975,3.57,11
976,976,13.92,42
977,977,4.37,16
978,978,12.87,40
979,979,11.60,35
980,980,13.12,42
981,981,10.59,32
982,982,8.05,27
983,983,5.55,20
984,984,9.91,33
985,985,10.20,33
986,986,13.62,40
987,987,4.97,14
988,988,1.59,7
989,989,7.46,24
990,990,1.96,8
991,991,10.31,33
992,992,4.71,15
993,993,12.61,41
994,994,11.55,35
995,995,9.88,30
996,996,1.69,8
997,997,3.51,10
998,998,8.31,26
999,999,2.85,8
1000,1000,4.27,15
1001,1001,14.07,42
1002,1002,12.00,35
1003,1003,9.59,31
1004,1004,6.15,18
1005,1005,14.06,43
1006,1006,11.55,35
1007,1007,5.00,15
1008,1008,11.20,36
1009,1009,11.68,37
1010,1010,13.48,40
1011,1011,4.57,15
1012,1012,14.68,44
1013,1013,13.59,40
1014,1014,4.89,18
1015,1015,5.15,17
1016,1016,10.40,32
1017,1017,13.61,43
1018,1018,13.45,40
1019,1019,8.00,26
1020,1020,10.28,30
1021,1021,8.41,28
1022,1022,11.57,38
1023,1023,4.41,17
1024,1024,3.49,12
1025,1025,10.37,35
1026,1026,14.40,46
1027,1027,8.23,27
1028,1028,5.06,17
1029,1029,9.14,28
1030,1030,7.79,24
1031,1031,6.86,21
1032,1032,11.64,36
1033,1033,4.20,12
1034,1034,10.86,32
1035,1035,9.24,27
1036,1036,12.17,40
1037,1037,11.77,38
1038,1038,6.21,20
1039,1039,11.91,38
1040,1040,1.33,4
1041,1041,14.99,48
1042,1042,1.47,4
1043,1043,6.35,20
1044,1044,2.12,7
1045,1045,3.97,13
1046,1046,14.29,45
1047,1047,5.64,20
1048,1048,8.83,30
1049,1049,12.64,37
1050,1050,3.70,11
1051,1051,9.48,28
1052,1052,7.58,26
1053,1053,7.00,22
1054,1054,4.79,16
1055,1055,1.15,4
1056,1056,5.40,16
1057,1057,7.42,26
1058,1058,3.26,10
1059,1059,13.94,45
1060,1060,4.46,15
1061,1061,10.04,31
1062,1062,5.18,17
1063,1063,7.39,26
1064,1064,4.33,13
1065,1065,5.67,17
1066,1066,12.21,36
1067,1067,11.96,37
1068,1068,8.23,26
1069,1069,8.80,28
1070,1070,7.76,25
1071,1071,7.02,25
1072,1072,7.93,25
1073,1073,3.23,11
1074,1074,8.75,27
1075,1075,4.35,13
1076,1076,12.24,36
1077,1077,9.56,30
1078,1078,7.03,25
1079,1079,5.59,17
1080,1080,3.14,9
1081,1081,1.24,6
1082,1082,9.96,29
1083,1083,6.84,23
1084,1084,3.77,15
1085,1085,12.31,37
1086,1086,8.30,28
1087,1087,9.26,30
1088,1088,5.68,18
1089,1089,7.80,25
1090,1090,1.21,3
1091,1091,13.29,39
1092,1092,10.65,33
1093,1093,13.63,40
1094,1094,13.40,41
1095,1095,11.35,36
1096,1096,14.84,48
1097,1097,10.04,33
1098,1098,3.95,15
1099,1099,1.62,6
1100,1100,12.26,39
1101,1101,10.96,34
1102,1102,2.12,6
1103,1103,4.84,18
1104,1104,11.75,35
1105,1105,9.86,33
1106,1106,2.66,11
1107,1107,3.93,14
1108,1108,5.23,18
1109,1109,8.27,27
1110,1110,2.16,8
1111,1111,2.45,10
1112,1112,12.16,37
1113,1113,1.11,4
1114,1114,2.93,10
1115,1115,1.78,8
1116,1116,9.06,31
1117,1117,12.77,38
1118,1118,8.15,26
1119,1119,10.63,32
1120,1120,14.99,46
1121,1121,13.74,41
1122,1122,6.08,19
1123,1123,4.41,13
1124,1124,9.21,31
1125,1125,11.09,37
1126,1126,1.69,6
1127,1127,1.29,7
1128,1128,10.21,34
1129,1129,14.09,42
1130,1130,9.42,29
1131,1131,8.81,30
1132,1132,6.87,22
1133,1133,5.38,20
1134,1134,6.95,24
1135,1135,2.49,8
1136,1136,3.50,14
1137,1137,6.40,21
1138,1138,14.45,46
1139,1139,9.71,30
1140,1140,1.11,4
1141,1141,8.67,28
1142,1142,11.43,36
1143,1143,5.74,18
1144,1144,6.06,18
1145,1145,6.54,19
1146,1146,10.96,33
1147,1147,12.91,42
1148,1148,7.12,25
1149,1149,4.22,12
1150,1150,14.77,48
1151,1151,9.26,30
1152,1152,7.24,25
1153,1153,13.61,41
1154,1154,12.61,40
1155,1155,13.61,44
1156,1156,5.30,19
1157,1157,13.34,41
1158,1158,5.38,17
1159,1159,1.95,6
1160,1160,14.08,46
1161,1161,8.85,27
1162,1162,1.87,9
1163,1163,13.26,40
1164,1164,11.52,36
1165,1165,4.31,15
1166,1166,10.82,34
1167,1167,3.06,12
1168,1168,6.26,20
1169,1169,12.64,38
1170,1170,1.23,7
1171,1171,14.75,45
1172,1172,14.74,45
1173,1173,7.98,26
1174,1174,10.48,33
1175,1175,11.14,37
1176,1176,14.52,46
1177,1177,3.94,15
1178,1178,7.30,24
1179,1179,10.54,31
1180,1180,10.42,33
1181,1181,3.88,11
1182,1182,11.81,36
1183,1183,7.17,22
1184,1184,9.25,29
1185,1185,5.99,21
1186,1186,3.77,14
1187,1187,9.85,32
1188,1188,4.18,14
1189,1189,6.87,21
1190,1190,9.91,31
1191,1191,10.04,31
1192,1192,13.35,40
1193,1193,7.17,21
1194,1194,5.12,19
1195,1195,1.27,4
1196,1196,6.05,20
1197,1197,12.13,40
1198,1198,5.26,15
1199,1199,1.80,9
1200,1200,2.21,6
1201,1201,12.03,39
1202,1202,3.99,13
1203,1203,4.04,15
1204,1204,1.60,6
1205,1205,6.64,20
1206,1206,13.10,42
1207,1207,5.70,17
1208,1208,4.96,17
1209,1209,9.42,30
1210,1210,11.81,36
1211,1211,5.18,17
1212,1212,14.47,47
1213,1213,13.65,40
1214,1214,5.46,18
1215,1215,3.04,13
1216,1216,6.86,23
1217,1217,10.74,35
1218,1218,11.12,34
1219,1219,9.62,30
1220,1220,4.33,12
1221,1221,10.14,33
1222,1222,3.14,11
1223,1223,9.46,31
1224,1224,2.41,8
1225,1225,3.27,11
1226,1226,4.99,17
1227,1227,3.20,12
1228,1228,1.22,5
1229,1229,5.16,18
1230,1230,10.27,30
1231,1231,9.52,32
1232,1232,5.10,19
1233,1233,3.66,11
1234,1234,14.55,45
1235,1235,12.31,38
1236,1236,4.16,12
1237,1237,5.31,18
1238,1238,8.98,26
1239,1239,11.36,37
1240,1240,8.13,24
1241,1241,1.67,6
1242,1242,4.44,17
1243,1243,7.89,24
1244,1244,3.03,12
1245,1245,9.88,30
1246,1246,7.36,23
1247,1247,6.96,20
1248,1248,10.18,33
1249,1249,6.34,21
1250,1250,8.47,29
1251,1251,10.50,34
1252,1252,1.57,8
1253,1253,14.71,46
1254,1254,13.21,43
1255,1255,10.79,33
1256,1256,14.66,46
1257,1257,5.84,19
1258,1258,12.54,40
1259,1259,4.26,12
1260,1260,12.86,40
1261,1261,7.93,23
1262,1262,5.92,19
1263,1263,4.06,15
1264,1264,13.53,44
1265,1265,11.63,34
1266,1266,4.16,14
1267,1267,2.48,7
1268,1268,9.99,30
1269,1269,4.79,16
1270,1270,11.26,37
1271,1271,10.40,35
1272,1272,10.25,31
1273,1273,9.12,30
1274,1274,4.82,17
1275,1275,5.17,16
1276,1276,9.15,29
1277,1277,11.42,36
1278,1278,13.19,43
1279,1279,13.54,40
1280,1280,6.46,22
1281,1281,7.13,21
1282,1282,11.07,35
1283,1283,8.03,25
1284,1284,9.38,28
1285,1285,10.81,36
1286,1286,4.67,14
1287,1287,7.30,24
1288,1288,13.44,40
1289,1289,10.90,33
1290,1290,4.18,16
1291,1291,5.22,15
1292,1292,1.22,3
1293,1293,8.80,26
1294,1294,6.48,21
1295,1295,11.91,35
1296,1296,6.77,21
1297,1297,12.01,40
1298,1298,11.29,37
1299,1299,10.25,33
1300,1300,4.27,12
1301,1301,12.95,38
1302,1302,7.74,27
1303,1303,8.94,30
1304,1304,8.37,27
1305,1305,8.26,25
1306,1306,2.97,9
1307,1307,6.14,21
1308,1308,13.35,43
1309,1309,7.52,24
1310,1310,11.01,36
1311,1311,12.92,39
1312,1312,14.56,43
1313,1313,2.61,10
1314,1314,3.57,11
1315,1315,12.04,37
1316,1316,7.63,25
1317,1317,2.52,7
1318,1318,6.64,22
1319,1319,9.64,31
1320,1320,1.39,8
1321,1321,4.53,15
1322,1322,14.12,46
1323,1323,4.14,12
1324,1324,4.06,13
1325,1325,10.67,34
1326,1326,3.59,14
1327,1327,10.74,35
1328,1328,10.56,32
1329,1329,14.59,46
